"Provider Number",Network,"Facility Name","Address Line 1",City,State,Zip,County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Offers in-center hemodialysis","Certification or Recertification Date",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
332662,2,"DAVITA BEDFORD PARK DIALYSIS CENTER","3119 WEBSTER AVENUE",BRONX,NY,10467,BRONX,Profit,DAVITA,20,TRUE,8/21/08,40.871647,-73.876517,1,rooftop,3119,"Webster Ave",,,Bronx,NY,"Bronx County",10467,US,"City of New York"
332735,2,"DAVITA IVY DIALYSIS","602 IVY STREET",ELMIRA,NY,14905,CHEMUNG,Profit,DAVITA,20,TRUE,7/1/15,42.101538,-76.825396,1,rooftop,602,"Ivy St",,,Elmira,NY,"Chemung County",14905,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332656,2,"DAVITA EASTCHESTER ROAD DIALYSIS CENTER","LIBERTY R.C. INC.",BRONX,NY,10461,BRONX,Profit,DAVITA,12,TRUE,11/20/07,42.934424,-78.824994,0.9,street_center,,"Liberty Ave",,,Buffalo,NY,"Erie County",14215,US,"TIGER/Line® dataset from the US Census Bureau"
332589,2,"KEW GARDENS DIALYSIS CENTER","120-46 QUEENS BOULEVARD","KEW GARDENS",NY,11415,QUEENS,Profit,INDEPENDENT,31,TRUE,9/18/98,40.713097,-73.828708,1,rooftop,120-46,"Queens Blvd",,,"Kew Gardens",NY,"Queens County",11415,US,"City of New York"
332798,2,"DAVITA LONG ISLAND CITY DIALYSIS","30-46 NORTHERN BLVD","LONG ISLAND CITY",NY,11101,QUEENS,Profit,DAVITA,16,TRUE,10/1/19,40.751447,-73.933415,1,rooftop,30-46,"Northern Blvd",,,"Long Island City",NY,"Queens County",11101,US,"City of New York"
332393,2,"GENEVA GENERAL HOSPITAL","196 NORTH STREET",GENEVA,NY,14456,ONTARIO,Non-Profit,INDEPENDENT,13,TRUE,12/7/90,42.876258,-76.98769,1,rooftop,196,"North St",,,Geneva,NY,"Ontario County",14456,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332728,2,"DAVITA WILLIAMSBRIDGE DIALYSIS CENTER","3525 WHITE PLAINS ROAD, SUITE B",BRONX,NY,10467,BRONX,Profit,DAVITA,25,TRUE,10/15/15,40.878175,-73.866504,1,rooftop,3525,"White Plains Rd",Ste,B,Bronx,NY,"Bronx County",10467,US,"City of New York"
332669,2,"DAVITA YONKERS EAST DIALYSIS CENTER","5 ODELL PLAZA",YONKERS,NY,10701,WESTCHESTER,Profit,DAVITA,21,TRUE,6/17/09,40.968013,-73.882205,1,rooftop,5,"Odell Plz",,,Yonkers,NY,"Westchester County",10701,US,Westchester
332717,2,"MASSENA DIALYSIS CENTER","290 MAIN STREET",MASSENA,NY,13662,"SAINT LAWRENCE",Profit,"AMERICAN RENAL ASSOCIATES",10,TRUE,1/1/15,44.922982,-74.890741,1,rooftop,290,"Main St",,,Massena,NY,"St. Lawrence County",13662,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332581,2,"BROOKDALE PHYSICIANS' DIALYSIS ASSOCIATES, INC.","9701 CHURCH AVE",BROOKLYN,NY,11212,KINGS,Profit,"RENAL RESEARCH INSTITUTE",28,TRUE,5/4/98,40.656452,-73.914541,1,rooftop,9701,"Church Ave",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
332350,2,"ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET",BUFFALO,NY,14215,ERIE,Non-Profit,INDEPENDENT,36,TRUE,1/1/80,42.927145,-78.829295,1,range_interpolation,462,"Grider St",,,Buffalo,NY,"Erie County",14215,US,"TIGER/Line® dataset from the US Census Bureau"
332568,2,"NEWTOWN DIALYSIS CENTER, INC","29-20 NEWTOWN AVE.",ASTORIA,NY,11102,QUEENS,Profit,INDEPENDENT,24,TRUE,7/18/97,40.768711,-73.921793,1,rooftop,29-20,"Newtown Ave",,,Astoria,NY,"Queens County",11102,US,"City of New York"
332313,2,"MONTEFIORE HOSP. & MED. CTR.","111 EAST 210TH STREET",BRONX,NY,10467,BRONX,Non-Profit,INDEPENDENT,18,TRUE,1/1/77,40.879864,-73.879895,1,rooftop,111,"E 210th St",,,Bronx,NY,"Bronx County",10467,US,"City of New York"
332625,2,"CAROL MOLINARO DIALYSIS CENTER","800 CASTLETON AVENUE","STATEN ISLAND",NY,10310,RICHMOND,Non-Profit,"DIALYSIS CLINIC, INC.",22,TRUE,7/19/02,40.634599,-74.10922,1,rooftop,800,"Castleton Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
332529,2,"DAVITA FREEPORT KIDNEY CENTER","351 SOUTH MAIN STREET",FREEPORT,NY,11520,NASSAU,Profit,DAVITA,21,TRUE,12/24/84,40.64777,-73.575662,1,rooftop,351,"S Main St",,,Freeport,NY,"Nassau County",11520,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332776,2,"FAXTON-ST. LUKE'S HEALTHCARE","131 MAIN STREET",ONEIDA,NY,13421,MADISON,Non-Profit,INDEPENDENT,8,TRUE,8/8/18,43.094942,-75.651575,1,rooftop,131,"Main St",,,Oneida,NY,"Madison County",13421,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332612,2,"FMS-MORRIS PARK","1325 MORRIS PARK AVENUE",BRONX,NY,10461,BRONX,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,11/1/00,40.851028,-73.843687,1,rooftop,1325,"Morris Park Ave",,,Bronx,NY,"Bronx County",10461,US,"City of New York"
332546,2,"DAVITA CATSKILL DIALYSIS CENTER","139 FORESTBURGH RD",MONTICELLO,NY,12701,SULLIVAN,Profit,DAVITA,14,TRUE,12/7/92,41.648678,-74.701773,1,rooftop,139,"Forestburgh Rd",,,Monticello,NY,"Sullivan County",12701,US,Sullivan
332702,2,"H.K. FREEDMAN RENAL CENTER","91 PLAZA BOULEVARD",PLATTSBURGH,NY,12901,CLINTON,Profit,"AMERICAN RENAL ASSOCIATES",24,TRUE,12/5/13,44.702693,-73.49795,1,rooftop,91,"Plaza Blvd",,,Plattsburgh,NY,"Clinton County",12901,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332684,2,"DIALYSIS CLINIC, INC.","176 WASHINGTON AVE EXTENSION",ALBANY,NY,12203,ALBANY,Non-Profit,"DIALYSIS CLINIC, INC.",18,TRUE,11/30/11,42.699297,-73.851745,1,rooftop,176,"Washington Avenue Ext",,,Albany,NY,"Albany County",12203,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
333564,2,"ADIRONDACK MEDICAL CENTER - DIALYSIS","144 WAWBEEK AVENUE","TUPPER LAKE",NY,12986,FRANKLIN,Non-Profit,INDEPENDENT,4,TRUE,1/1/11,44.217024,-74.46257,0.9,range_interpolation,144,"Wawbeek Ave",,,"Tupper Lake",NY,"Franklin County",12986,US,"TIGER/Line® dataset from the US Census Bureau"
332307,2,"MT. SINAI KIDNEY CTR.","1 GUSTAVE L. LEVY PLACE","NEW YORK",NY,10029,"NEW YORK",Non-Profit,INDEPENDENT,12,TRUE,7/21/81,40.790382,-73.953391,1,rooftop,1,"Gustave L Levy Pl",,,"New York",NY,"New York County",10029,US,"City of New York"
333544,2,"SUNY PARKSIDE DIALYSIS CENTER","710 PARKSIDE AVENUE",BROOKLYN,NY,11226,KINGS,Non-Profit,INDEPENDENT,24,TRUE,12/22/00,40.656199,-73.949562,1,rooftop,710,"Parkside Ave",,,Brooklyn,NY,"Kings County",11226,US,"City of New York"
332388,2,"S. NASSAU COMMUNITIES HOSP.","1 HEALTHY WAY",OCEANSIDE,NY,11572,NASSAU,Non-Profit,INDEPENDENT,3,TRUE,2/6/89,40.635252,-73.636923,0.33,place,,,,,Oceanside,NY,"Nassau County",11572,US,"TIGER/Line® dataset from the US Census Bureau"
332802,2,"QUEENS BLVD EXT CARE FACILITY DIALYSIS CTR LLC","61-11 QUEENS BOULEVARD",WOODSIDE,NY,11377,QUEENS,Profit,INDEPENDENT,15,TRUE,12/18/19,40.741631,-73.903036,1,rooftop,61-11,"Queens Blvd",,,Woodside,NY,"Queens County",11377,US,"City of New York"
332405,2,"ST. CATHERINE OF SIENA MED. CTR","50 ROUTE 25A",SMITHTOWN,NY,11787,SUFFOLK,Non-Profit,INDEPENDENT,18,TRUE,3/1/00,40.86837,-73.223242,1,rooftop,50,"State Rte 25A",,,Smithtown,NY,"Suffolk County",11787,US,Suffolk
332740,2,"SCHENECTADY PARTNERS LLC","1594 STATE STREET",SCHENECTADY,NY,12304,SCHENECTADY,Profit,"AMERICAN RENAL ASSOCIATES",17,TRUE,7/18/16,42.786312,-73.912819,1,rooftop,1594,"State St",,,Schenectady,NY,"Schenectady County",12304,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332651,2,"DAVITA CELIA DILL DIALYSIS CENTER","667 STONELEIGH AVENUE",CARMEL,NY,10512,PUTNAM,Profit,DAVITA,16,TRUE,10/1/05,41.386024,-73.66458,1,rooftop,667,"Stoneleigh Ave",,,Carmel,NY,"Putnam County",10512,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332309,2,"FAXTON-ST. LUKES HEALTHCARE","1676 SUNSET AVE",UTICA,NY,13502,ONEIDA,Non-Profit,INDEPENDENT,36,TRUE,4/11/85,43.090915,-75.25741,1,range_interpolation,1676,"Sunset Ave",,,Utica,NY,"Oneida County",13502,US,"TIGER/Line® dataset from the US Census Bureau"
333547,2,"TRUDE WEISHAUPT MEMORIAL DIALYSIS CENTER","@ NEW YORK HOSPITAL OF QUEENS","FRESH MEADOWS",NY,11365,QUEENS,Non-Profit,INDEPENDENT,29,TRUE,1/1/06,40.738884,-73.790067,0.33,place,,,,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
332791,2,"FMS-QUEENS KIDNEY CARE","60-40 FRESH POND ROAD",MASPETH,NY,11378,QUEENS,Profit,INDEPENDENT,24,TRUE,4/29/19,40.716657,-73.901895,0.9,rooftop,60-10,"Fresh Pond Rd",,,Maspeth,NY,"Queens County",11378,US,"City of New York"
333562,2,"OISHEI CHILDREN'S HOSPITAL OF BUFFALO","HEMODIALYSIS UNIT",BUFFALO,NY,14203,ERIE,Non-Profit,INDEPENDENT,4,TRUE,1/1/11,42.869214,-78.869813,1,place,,,,,Buffalo,NY,"Erie County",14203,US,"TIGER/Line® dataset from the US Census Bureau"
332729,2,"DAVITA WILLIAMSBRIDGE HOME DIALYSIS CENTER (PD)","3525 WHITE PLAINS ROAD",BRONX,NY,10467,BRONX,Profit,DAVITA,1,TRUE,9/30/15,40.878175,-73.866504,1,rooftop,3525,"White Plains Rd",,,Bronx,NY,"Bronx County",10467,US,"City of New York"
332777,2,"NEW YORK DIALYSIS SERVICES INC","16 NORTH GREENBUSH ROAD",TROY,NY,12180,RENSSELAER,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,10/3/18,42.695029,-73.688451,1,rooftop,16,"N Greenbush Rd",,,Troy,NY,"Rensselaer County",12180,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332615,2,"DAVITA CENTRAL NEW YORK DIALYSIS CENTER","910 ERIE BOULEVARD EAST",SYRACUSE,NY,13210,ONONDAGA,Profit,DAVITA,30,TRUE,12/20/00,43.050546,-76.137521,1,rooftop,910,"Erie Blvd E",,,Syracuse,NY,"Onondaga County",13210,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332641,2,"COLUMBIA-GREENE DIALYSIS (CATSKILL DIVISION)","159 JEFFERSON HEIGHTS",CATSKILL,NY,12414,GREENE,Profit,INDEPENDENT,25,TRUE,5/1/04,42.230934,-73.878563,1,rooftop,159,"Jefferson Hts",,,Catskill,NY,"Greene County",12414,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332582,2,"NEW YORK RENAL ASSOCIATES","3468 PARK AVENUE",BRONX,NY,10456,BRONX,Profit,INDEPENDENT,40,TRUE,4/21/98,40.830717,-73.908498,1,rooftop,3468,"Park Ave",,,Bronx,NY,"Bronx County",10456,US,"City of New York"
333569,2,"ROCHESTER GENERAL HOSPITAL - BAY CREEK DIALYSIS CENTER","2010 EMPIRE BOULEVARD",WEBSTER,NY,14580,MONROE,Non-Profit,INDEPENDENT,21,TRUE,7/31/13,43.195066,-77.500531,1,rooftop,2010,"Empire Blvd",,,Webster,NY,"Monroe County",14580,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332796,2,"DAVITA MOUNT EDEN DIALYSIS","1490 MACOMBS ROAD",BRONX,NY,10452,BRONX,Profit,DAVITA,21,TRUE,8/30/19,40.84237,-73.917766,1,rooftop,1490,"Macombs Rd",,,Bronx,NY,"Bronx County",10452,US,"City of New York"
332620,2,"NEW HYDE PARK DIALYSIS CENTER","NEW HYDE PARK DIALYSIS CENTER","NEW HYDE PARK",NY,11040,NASSAU,Profit,INDEPENDENT,24,TRUE,8/6/01,40.743663,-73.683626,1,street_center,,"New Hyde Park Rd",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
333555,2,"NASSAU UNIVERSITY MEDICAL CENTER","A. HOLLY PATERSON EXTENDED CARE FACILITY",UNIONDALE,NY,11553,NASSAU,Non-Profit,INDEPENDENT,29,TRUE,2/8/10,40.705868,-73.591421,1,place,,,,,Uniondale,NY,"Nassau County",11553,US,"TIGER/Line® dataset from the US Census Bureau"
332531,2,"FMS-SOUTH QUEENS DIALYSIS CENTER","175-37 LIBERTY AVENUE",JAMAICA,NY,11433,QUEENS,Profit,"FRESENIUS MEDICAL CARE",32,TRUE,7/3/86,40.705507,-73.782798,1,rooftop,175-37,"Liberty Ave",,,Jamaica,NY,"Queens County",11433,US,"City of New York"
332597,2,"DAVITA NORTHTOWNS DIALYSIS CENTER","4041 DELAWARE AVENUE",TONAWANDA,NY,14150,ERIE,Profit,DAVITA,18,TRUE,7/10/99,42.994349,-78.873798,1,rooftop,4041,"Delaware Ave",,,Tonawanda,NY,"Erie County",14150,US,Erie
332787,2,"DAVITA CLEARVIEW DIALYSIS","4560 FRANCIS LEWIS BLVD",BAYSIDE,NY,11361,QUEENS,Profit,INDEPENDENT,25,TRUE,3/13/19,40.752549,-73.780055,0.6,street_center,,"Francis Lewis Blvd",,,Bayside,NY,"Queens County",11361,US,"TIGER/Line® dataset from the US Census Bureau"
332687,2,"US RENAL CARE WILLIAMSVILLE DIALYSIS","7964 TRANSIT ROAD, SUITE 8-A",WILLIAMSVILLE,NY,14221,ERIE,Profit,INDEPENDENT,13,TRUE,1/20/12,42.985147,-78.697083,1,range_interpolation,7964,"Transit Rd",Ste,8,Buffalo,NY,"Erie County",14221,US,"TIGER/Line® dataset from the US Census Bureau"
332598,2,"DAVITA MIDWOOD DIALYSIS","1915 OCEAN AVENUE",BROOKLYN,NY,11230,KINGS,Profit,DAVITA,34,TRUE,8/20/99,40.61518,-73.954194,0.9,rooftop,1915,"Ocean Ave",,,Brooklyn,NY,"Kings County",11210,US,"City of New York"
332744,2,"GLOVERSVILLE DIALYSIS CENTER","46 EASTERLY STREET",GLOVERSVILLE,NY,12078,FULTON,Profit,"AMERICAN RENAL ASSOCIATES",13,TRUE,1/4/17,43.072545,-74.332556,1,range_interpolation,46,"Easterly St",,,Gloversville,NY,"Fulton County",12078,US,"TIGER/Line® dataset from the US Census Bureau"
332579,2,"FMS-ATLANTIC PERITONEAL DIALYSIS CENTER","59-61 ATLANTIC AVENUE",BROOKLYN,NY,11201,KINGS,Profit,"FRESENIUS MEDICAL CARE",0,FALSE,4/28/98,40.691497,-73.998333,1,rooftop,61,"Atlantic Ave",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
332519,2,"FMS-BAYSIDE DIALYSIS CENTER","201-10 NORTHERN BOULEVARD",BAYSIDE,NY,11361,QUEENS,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,1/12/84,40.757465,-73.781667,1,rooftop,201-10,"Northern Blvd",,,Bayside,NY,"Queens County",11361,US,"City of New York"
332773,2,"DAVITA CROSSWAYS PARK DIALYSIS","113 CROSSWAYS PARK DR",WOODBURY,NY,11797,NASSAU,Profit,DAVITA,17,TRUE,9/1/18,40.809286,-73.486431,1,rooftop,113,"Crossways Park Dr",,,Woodbury,NY,"Nassau County",11797,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
333529,2,"FAXTON ST. LUKE'S HEALTHCARE - ROME","91 PERIMETER RD-GRIFFISS PARK",ROME,NY,13440,ONEIDA,Non-Profit,INDEPENDENT,16,TRUE,10/14/98,43.206874,-75.389875,1,range_interpolation,91,"Perimeter Rd",,,Rome,NY,"Oneida County",13440,US,"TIGER/Line® dataset from the US Census Bureau"
332725,2,"FMS - GREECE DIALYSIS CENTER","1570 LONG POND ROAD",GREECE,NY,14626,MONROE,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,6/2/15,43.189163,-77.700588,1,rooftop,1570,"Long Pond Rd",,,Rochester,NY,"Monroe County",14626,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332672,2,"FMS-MONROE COMMUNITY DIALYSIS","435 EAST HENRIETTA ROAD",ROCHESTER,NY,14620,MONROE,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,2/26/10,43.113061,-77.61803,1,rooftop,435,"E Henrietta Rd",,,Rochester,NY,"Monroe County",14620,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332692,2,"BROOKLYN DIALYSIS CENTER LLC","915 DEAN STREET",BROOKLYN,NY,11238,KINGS,Profit,INDEPENDENT,25,TRUE,4/25/12,40.678559,-73.959616,1,rooftop,915,"Dean St",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
332674,2,"LIBERTY HUDSON VALLEY DIALYSIS","4 CORWIN COURT",NEWBURGH,NY,12550,ORANGE,Profit,INDEPENDENT,25,TRUE,10/1/10,41.494765,-74.044519,1,rooftop,4,"Corwin Ct",,,Newburgh,NY,"Orange County",12550,US,Orange
332513,2,"DAVITA HUNTINGTON ON BROADWAY DIALYSIS","256 BROADWAY","HUNTINGTON STATION",NY,11746,SUFFOLK,Profit,DAVITA,18,TRUE,2/28/83,40.856641,-73.401416,1,rooftop,256,Broadway,,,"Huntington Station",NY,"Suffolk County",11746,US,Suffolk
332659,2,"QUEENS DIALYSIS AT THE PAVILION, LLC","36-17 PARSONS BLVD",FLUSHING,NY,11354,QUEENS,Profit,INDEPENDENT,12,TRUE,6/11/08,40.764207,-73.823061,1,rooftop,36-17,"Parsons Blvd",,,Flushing,NY,"Queens County",11354,US,"City of New York"
332538,2,"FMS-MIDDLETOWN DIALYSIS CENTER","220 CRYSTAL RUN ROAD",MIDDLETOWN,NY,10941,ORANGE,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,2/26/91,41.452455,-74.352748,1,rooftop,220,"Crystal Run Rd",,,Middletown,NY,"Orange County",10941,US,Orange
332354,2,"HARLEM HOSPITAL","506 LENOX AVENUE - ROOM  18-107","NEW YORK",NY,10037,"NEW YORK",Non-Profit,INDEPENDENT,11,TRUE,9/22/82,40.814346,-73.940307,1,rooftop,506,"Lenox Ave",Rm,18,"New York",NY,"New York County",10037,US,"City of New York"
332558,2,"FRESENIUS KIDNEY CARE BELLMORE","250 PETTIT AVENUE",BELLMORE,NY,11710,NASSAU,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,6/11/18,40.669133,-73.530134,1,rooftop,250,"Pettit Ave",,,Bellmore,NY,"Nassau County",11710,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332757,2,"DAVITA HERTEL AVENUE DIALYSIS","699 HERTEL AVE",BUFFALO,NY,14207,ERIE,Profit,DAVITA,17,TRUE,6/20/17,42.947606,-78.881411,1,range_interpolation,699,"Hertel Ave",,,Buffalo,NY,"Erie County",14207,US,"TIGER/Line® dataset from the US Census Bureau"
332783,2,"BROOKLYN UNITED METHODIST CONTINUUM SERVICES","1485 DUMONT AVE",BROOKLYN,NY,11208,KINGS,Profit,INDEPENDENT,12,TRUE,2/22/19,40.67113,-73.862718,1,rooftop,1485,"Dumont Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
332707,2,"DAVITA ORANGE DIALYSIS CENTER","100 CRYSTAL RUN ROAD",MIDDLETOWN,NY,10941,ORANGE,Profit,DAVITA,20,TRUE,3/26/14,41.447692,-74.357542,1,rooftop,100,"Crystal Run Rd",,,Middletown,NY,"Orange County",10941,US,Orange
332673,2,"QUEENS-LONG ISLAND RENAL INSTITUTE","271-11 76TH AVENUE","NEW HYDE PARK",NY,11040,QUEENS,Non-Profit,INDEPENDENT,15,TRUE,6/2/10,40.754102,-73.705716,0.9,rooftop,271-16,"76th Ave",,,"New Hyde Park",NY,"Queens County",11040,US,"City of New York"
333527,2,"LONG ISLAND COMMUNITY HOSPITAL","109  WEST MAIN STREET",PATCHOGUE,NY,11772,SUFFOLK,Non-Profit,INDEPENDENT,24,TRUE,7/27/98,40.766122,-73.018039,1,rooftop,109,"W Main St",,,Patchogue,NY,"Suffolk County",11772,US,Suffolk
332721,2,"LONG ISLAND BAY SHORE DIALYSIS CENTER","929 SUNRISE HIGHWAY","BAY SHORE",NY,11706,SUFFOLK,Profit,"FRESENIUS MEDICAL CARE",25,TRUE,1/1/15,40.730644,-73.276279,0.6,rooftop,929,"Sunrise Service Rd",,,"Bay Shore",NY,"Suffolk County",11706,US,Suffolk
332696,2,"FRIEDWALD CENTER FOR DIALYSIS","475 NEW HEMPSTEAD ROAD","NEW CITY",NY,10956,ROCKLAND,Profit,INDEPENDENT,9,TRUE,8/16/13,41.148388,-74.031424,1,rooftop,475,"New Hempstead Rd",,,"New City",NY,"Rockland County",10956,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332799,2,"DAVITA STATEN ISLAND SOUTH DIALYSIS","30 SNEDEN AVE","STATEN ISLAND",NY,10312,RICHMOND,Profit,DAVITA,16,TRUE,9/25/19,40.540405,-74.176043,1,rooftop,30,"Sneden Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
332514,2,"RIDGEWOOD DIALYSIS CENTER, INC.","1249 FIFTH AVENUE","NEW YORK",NY,10029,"NEW YORK",Non-Profit,INDEPENDENT,22,TRUE,9/3/91,40.793806,-73.951119,1,rooftop,1249,"5th Ave",,,"New York",NY,"New York County",10029,US,"City of New York"
332678,2,"DAVITA BOROUGH PARK DIALYSIS","4102 13TH AVENUE",BROOKLYN,NY,11219,KINGS,Profit,DAVITA,32,TRUE,3/2/11,40.639414,-73.98776,1,rooftop,4102,"13th Ave",,,Brooklyn,NY,"Kings County",11219,US,"City of New York"
332571,2,"DAVITA HUDSON VALLEY DIALYSIS CENTER","155 WHITE PLAINS ROAD",TARRYTOWN,NY,10591,WESTCHESTER,Profit,DAVITA,20,TRUE,10/17/97,41.064575,-73.856943,1,rooftop,155,"White Plains Rd",,,Tarrytown,NY,"Westchester County",10591,US,Westchester
332520,2,"ROGOSIN INSTITUTE","505 EAST 70TH STREET","NEW YORK",NY,10021,"NEW YORK",Non-Profit,INDEPENDENT,43,TRUE,1/31/84,40.765437,-73.954116,1,rooftop,505,"E 70th St",,,"New York",NY,"New York County",10021,US,"City of New York"
332554,2,"FMS-KENMORE ARTIFICIAL KIDNEY CENTER","1508 SHERIDAN DRIVE",KENMORE,NY,14217,ERIE,Profit,"FRESENIUS MEDICAL CARE",15,TRUE,9/19/94,42.981402,-78.878223,1,rooftop,1508,"Sheridan Dr",,,Buffalo,NY,"Erie County",14217,US,Erie
332543,2,"LOWER MANHATTAN DIALYSIS CENTER II","187 3RD AVE","NEW YORK",NY,10003,"NEW YORK",Profit,INDEPENDENT,14,TRUE,9/21/92,40.735396,-73.985339,1,rooftop,187,"3rd Ave",,,"New York",NY,"New York County",10003,US,"City of New York"
332668,2,"ST. JOSEPH'S - CORTLAND","3993 WEST ROAD",CORTLAND,NY,13045,CORTLAND,Profit,INDEPENDENT,10,TRUE,7/1/09,42.599751,-76.203628,1,range_interpolation,3993,"West Rd",,,Cortland,NY,"Cortland County",13045,US,"TIGER/Line® dataset from the US Census Bureau"
332336,2,"NYU LANGONE HOSPITALS","200 OLD COUNTRY ROAD",MINEOLA,NY,11501,NASSAU,Non-Profit,INDEPENDENT,31,TRUE,3/7/91,40.739497,-73.638884,1,rooftop,200,"Old Country Rd",,,Mineola,NY,"Nassau County",11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332663,2,"ISLAND REHABILITATIVE SERVICES - COMMACK","68 HAUPPAUGE ROAD",COMMACK,NY,11725,SUFFOLK,Profit,INDEPENDENT,12,TRUE,1/26/09,40.829037,-73.300672,1,rooftop,68,"Hauppauge Rd",,,Commack,NY,"Suffolk County",11725,US,Suffolk
333565,2,"KINGSBROOK JEWISH MEDICAL CENTER - RNH DIALYSIS","585 SCHENECTADY AVENUE",BROOKLYN,NY,11203,KINGS,Non-Profit,INDEPENDENT,4,TRUE,7/27/11,40.659453,-73.934006,1,range_interpolation,585,"Schenectady Ave",,,Brooklyn,NY,"Kings County",11203,US,"TIGER/Line® dataset from the US Census Bureau"
332635,2,"DAVITA MILLENNIUM DIALYSIS","1408 OCEAN AVENUE",BROOKLYN,NY,11230,KINGS,Profit,DAVITA,20,TRUE,6/24/03,40.627735,-73.956994,1,rooftop,1408,"Ocean Ave",,,Brooklyn,NY,"Kings County",11230,US,"City of New York"
332711,2,"DAVITA STATEN ISLAND DIALYSIS CENTER","1139 HYLAN BLVD","STATEN ISLAND",NY,10305,RICHMOND,Profit,DAVITA,18,TRUE,5/9/14,40.59876,-74.080622,1,rooftop,1139,"Hylan Blvd",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
332559,2,"DAVITA PORT CHESTER DIALYSIS AND RENAL CENTER","3020 WESTCHESTER AVE",PURCHASE,NY,10577,WESTCHESTER,Profit,DAVITA,12,TRUE,8/21/95,41.009658,-73.695828,1,rooftop,3020,"Westchester Ave",,,Purchase,NY,"Westchester County",10577,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332734,2,"GENESIS SERVICES","74-07 88TH STREET",GLENDALE,NY,11385,QUEENS,Profit,INDEPENDENT,24,TRUE,3/28/16,40.708325,-73.862752,1,rooftop,74-7,"88th St",,,Ridgewood,NY,"Queens County",11385,US,"City of New York"
332532,2,"DCI - RUBIN DIALYSIS CENTER - TROY","1850 PEOPLES AVENUE",TROY,NY,12180,RENSSELAER,Non-Profit,"DIALYSIS CLINIC, INC.",19,TRUE,7/17/86,42.732132,-73.672101,1,rooftop,1850,"Peoples Ave",,,Troy,NY,"Rensselaer County",12180,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332688,2,"FISHKILL DIALYSIS CENTER","60 MERRITT BLVD SUITE 103",FISHKILL,NY,12524,DUTCHESS,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,12/9/11,41.531447,-73.88771,1,rooftop,60,"Merritt Blvd",Ste,103,Fishkill,NY,"Dutchess County",12524,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
332766,2,"DAVITA JAMAICA HILLSIDE DIALYSIS","171-19 HILLSIDE AVE",JAMAICA,NY,11432,QUEENS,Profit,DAVITA,25,TRUE,10/20/17,40.711892,-73.790194,1,rooftop,171-19,"Hillside Ave",,,Jamaica,NY,"Queens County",11432,US,"City of New York"
332706,2,"AVANTUS HARLEM GREEN DIALYSIS","488 WEST 128TH STREET","NEW YORK",NY,10027,"NEW YORK",Profit,"FRESENIUS MEDICAL CARE",32,TRUE,3/19/14,40.814141,-73.954895,1,rooftop,488,"W 128th St",,,"New York",NY,"New York County",10027,US,"City of New York"
