"Provider Number",Network,"Facility Name","Address Line 1",City,State,Zip,County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Offers in-center hemodialysis","Certification or Recertification Date",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
452860,14,"SNG - SOHUM SOUTHEAST HOUSTON DIALYSIS CENTER LP","7647 SOUTH FREEWAY",HOUSTON,TX,77021,HARRIS,Profit,"SANKAR NEPHROLOGY GROUP",24,TRUE,4/16/03,29.683332,-95.378601,1,rooftop,7647,"South Fwy",,,Houston,TX,"Harris County",77021,US,Harris
742553,14,"DAVITA JUDSON DIALYSIS","15619 NACOGDOCHES RD","SAN ANTONIO",TX,78247,BEXAR,Profit,DAVITA,24,TRUE,10/11/19,29.584553,-98.364509,1,rooftop,15619,"Nacogdoches Rd",,,"San Antonio",TX,"Bexar County",78247,US,"City of San Antonio"
452668,14,"FRESENIUS MEDICAL CARE WEST BEXAR","803 CASTROVILLE RD STE 410","SAN ANTONIO",TX,78237,BEXAR,Profit,"FRESENIUS MEDICAL CARE",30,TRUE,1/21/94,29.418476,-98.55463,1,rooftop,803,"Castroville Rd",Ste,410,"San Antonio",TX,"Bexar County",78237,US,"City of San Antonio"
672785,14,"IRVING REGIONAL DIALYSIS CENTER LLC","2535 WEST AIRPORT FWY",IRVING,TX,75062,DALLAS,Profit,"JV- DALLAS NEPHORLOGY",24,TRUE,8/25/16,32.838592,-96.980613,1,rooftop,2535,"W Airport Fwy",,,Irving,TX,"Dallas County",75062,US,Dallas
672664,14,"DAVITA BINZ HOME TRAINING","1213 HERMAN DRIVE, SUITE 180",HOUSTON,TX,77004,HARRIS,Profit,DAVITA,5,FALSE,2/11/11,29.7233,-95.388443,1,rooftop,1213,"Hermann Dr",Ste,180,Houston,TX,"Harris County",77004,US,"Greater Houston"
452743,14,"DAVITA TOMBALL DIALYSIS CENTER","27720 A TOMBALL PKY",TOMBALL,TX,77375,HARRIS,Profit,DAVITA,25,TRUE,9/11/96,30.07872,-95.627298,0.9,rooftop,27720,"Tomball Pkwy",,,Tomball,TX,"Harris County",77375,US,Harris
452656,14,"US RENAL CARE TARRANT DIALYSIS TARRANT COUNTY","501 COLLEGE AVENUE","FORT WORTH",TX,76104,TARRANT,Profit,"US RENAL CARE, INC.",4,FALSE,4/27/93,32.739425,-97.334313,1,rooftop,501,"College Ave",,,"Fort Worth",TX,"Tarrant County",76104,US,"Tarrant County"
452892,14,"DAVITA SOUTH AUSTIN DIALYSIS CENTER","6114 SOUTH 1ST STREET",AUSTIN,TX,78745,TRAVIS,Profit,DAVITA,20,TRUE,10/14/04,30.20235,-97.785089,1,rooftop,6114,"S 1st St",,,Austin,TX,"Travis County",78745,US,Capcog
672704,14,"DAVITA BLUEBONNET DIALYSIS","3601 MANOR RD",AUSTIN,TX,78723,TRAVIS,Profit,DAVITA,27,TRUE,5/13/13,30.288929,-97.697972,1,rooftop,3601,"Manor Rd",,,Austin,TX,"Travis County",78723,US,Capcog
452540,14,"KIDNEY DISEASE CLINIC OF UVALDE","1819 GARNER FIELD RD",UVALDE,TX,78801,UVALDE,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,1/16/81,29.218022,-99.753513,1,rooftop,1819,"Garner Field Rd",,,Uvalde,TX,"Uvalde County",78801,US,Uvalde
672864,14,"SNG PASADENA DIALYSIS CENTER LP","5040 CRENSHAW ROAD",PASADENA,TX,77505,HARRIS,Profit,"SANKAR NEPHROLOGY GROUP",12,TRUE,7/11/18,29.640488,-95.170194,0.9,range_interpolation,5040,"Crenshaw Rd",,,Pasadena,TX,"Harris County",77505,US,"TIGER/Line® dataset from the US Census Bureau"
452805,14,"FRESENIUS MEDICAL CARE GRANBURY LLC","1030 E. HWY. 377",GRANBURY,TX,76048,HOOD,Profit,"FRESENIUS MEDICAL CARE",12,TRUE,9/15/99,32.436053,-97.77468,1,rooftop,1030,"E US Highway 377",,,Granbury,TX,"Hood County",76048,US,Hood
672626,14,"ELIK DIALYSIS HOME THERAPY","1445 NORTH LOOP WEST",HOUSTON,TX,77008,HARRIS,Profit,INDEPENDENT,1,FALSE,12/22/09,29.810901,-95.425756,1,rooftop,1445,"N Loop W",,,Houston,TX,"Harris County",77008,US,"Greater Houston"
672731,14,"DAVITA NORTH FORT WORTH DIALYSIS","3812 E BELKNAP","FORT WORTH",TX,76111,TARRANT,Profit,DAVITA,13,TRUE,7/30/14,32.779868,-97.291813,1,rooftop,3812,"E Belknap",,,"Fort Worth",TX,"Tarrant County",76111,US,Tarrant
452768,14,"FRESENIUS KIDNEY CARE TRAILBLAZER LLC","2001 E BOWIE AVE",CROCKETT,TX,75835,HOUSTON,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,10/21/97,31.305675,-95.439865,0.6,rooftop,2001,"E Bowie St",,,Crockett,TX,"Houston County",75835,US,"Statewide Partial"
452579,14,"US RENAL CARE TARRANT DIALYSIS FORT WORTH","501 COLLEGE AVENUE","FORT WORTH",TX,76104,TARRANT,Profit,"US RENAL CARE, INC.",37,TRUE,5/9/86,32.739425,-97.334313,1,rooftop,501,"College Ave",,,"Fort Worth",TX,"Tarrant County",76104,US,"Tarrant County"
672764,14,"DAVITA GREEN OAK DIALYSIS","1426 KINGWOOD DRIVE",KINGWOOD,TX,77339,HARRIS,Profit,DAVITA,20,TRUE,11/6/15,30.048689,-95.233993,1,rooftop,1426,"Kingwood Dr",,,Kingwood,TX,"Harris County",77339,US,"City of Houston"
672897,14,"FRESENIUS MEDICAL CARE NEW CANEY DIALYSIS CENTER, LLC","22310 MCCLESKEY RD","NEW CANEY",TX,77357,MONTGOMERY,Profit,"FRESENIUS MEDICAL CARE",3,TRUE,10/17/18,30.141496,-95.227834,1,rooftop,22310,"McClesky Rd",,,"New Caney",TX,"Montgomery County",77357,US,Montgomery
672630,14,"DAVITA GREENWOOD HOLLY RENAL CENTER","1533 HOLLY ROAD","CORPUS CHRISTI",TX,78417,NUECES,Profit,DAVITA,24,TRUE,3/3/10,27.733043,-97.44875,1,rooftop,1533,"Holly Rd",,,"Corpus Christi",TX,"Nueces County",78417,US,Nueces
452610,14,"FRESENIUS MEDICAL CARE BELLMEAD","137 EASTGATE SHOPPING CTR",BELLMEAD,TX,76705,MCLENNAN,Profit,"FRESENIUS MEDICAL CARE",28,TRUE,8/25/85,31.586716,-97.104536,0.8,nearest_rooftop_match,147,"Eastgate Plz",,,Waco,TX,"McLennan County",76705,US,"City of Waco"
672670,14,"DAVITA SAGEMEADOW DIALYSIS","10923 SCARSDALE BLVD",HOUSTON,TX,77089,HARRIS,Profit,DAVITA,12,TRUE,6/29/11,29.58668,-95.21282,1,rooftop,10923,"Scarsdale Blvd",,,Houston,TX,"Harris County",77089,US,"Greater Houston"
452855,14,"USRC TARRANT DIALYSIS CENTER - GRAND PRAIRIE","1006 NORTH CARRIER PARKWAY","GRAND PRAIRIE",TX,75050,DALLAS,Profit,"TARRANT DIALYSIS CENTERS",25,TRUE,1/10/03,32.7557,-97.017635,1,rooftop,1006,"N Carrier Pkwy",,,"Grand Prairie",TX,"Dallas County",75050,US,Dallas
742538,14,"BIO-MEDICAL APPLICATIONS OF TEXAS INC","2129 W PECAN ST",PFLUGERVILLE,TX,78660,TRAVIS,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,5/20/19,30.445485,-97.649736,1,rooftop,2129,"W Pecan St",,,Pflugerville,TX,"Travis County",78660,US,Capcog
452687,14,"SOUTH OAK CLIFF DIALYSIS CENTER","740 WYNNEWOOD SHOP CTR",DALLAS,TX,75224,DALLAS,Profit,"FRESENIUS MEDICAL CARE",40,TRUE,10/11/94,32.723229,-96.832176,1,range_interpolation,740,"Wynnewood Dr",,,Dallas,TX,"Dallas County",75224,US,"TIGER/Line® dataset from the US Census Bureau"
672852,14,"DAVITA EDINBURG CITRUS GROVE DIALYSIS","404 S. VETERANS BLVD, STE D",EDINBURG,TX,78539,HIDALGO,Profit,DAVITA,20,TRUE,3/14/18,26.303433,-98.15389,0.52,nearest_rooftop_match,402,"N Veterans Blvd",Ste,D,Edinburg,TX,"Hidalgo County",78541,US,Hidalgo
452706,14,"DAVITA NORTH LOOP EAST DIALYSIS","7139 NORTH LOOP EAST",HOUSTON,TX,77028,HARRIS,Profit,DAVITA,16,TRUE,3/30/95,29.806024,-95.29673,1,rooftop,7139,"N Loop E",,,Houston,TX,"Harris County",77028,US,Harris
742503,14,"FRESENIUS MEDICAL CARE RENNER ROAD, LLC","3317 ESSEX DR STE 150",RICHARDSON,TX,75082,COLLIN,Profit,"FRESENIUS MEDICAL CARE",0,FALSE,10/3/18,33.001036,-96.660283,1,rooftop,3317,"Essex Dr",Ste,150,Richardson,TX,"Collin County",75082,US,Plano
672894,14,"FRESENIUS MEDICAL CARE RENNER ROAD, LLC","3517 SPECTRUM BLVD",RICHARDSON,TX,75082,COLLIN,Profit,"FRESENIUS MEDICAL CARE",19,TRUE,10/2/18,33.000502,-96.662717,1,rooftop,3517,"Spectrum Blvd",,,Richardson,TX,"Collin County",75082,US,Plano
672559,14,"US RENAL CARE TARRANT DIALYSIS SOUTHWEST FORT WORTH","5127 OLD GRANBURY ROAD","FORT WORTH",TX,76133,TARRANT,Profit,"US RENAL CARE, INC.",24,TRUE,2/12/07,32.672464,-97.38387,1,range_interpolation,5127,"Old Granbury Rd",,,"Fort Worth",TX,"Tarrant County",76133,US,"TIGER/Line® dataset from the US Census Bureau"
672805,14,"DAVITA MCKINNEY ON 380 AT HOME DIALYSIS","5329 WEST UNIVERSITY",MCKINNEY,TX,75071,COLLIN,Profit,DAVITA,13,TRUE,4/12/17,33.217656,-96.684745,1,rooftop,5329,"W University Dr",,,McKinney,TX,"Collin County",75071,US,"City of Mckinney"
672504,14,"DAVITA ROCK PRAIRIE ROAD DIALYSIS","1724 BIRMINGHAM ROAD","COLLEGE STATION",TX,77845,BRAZOS,Profit,DAVITA,24,TRUE,12/7/04,30.579782,-96.287035,1,rooftop,1724,"Birmingham Rd",,,"College Station",TX,"Brazos County",77845,US,Brazos
742516,14,"KPH-CONSOLIDATION, INC","21216 NORTHWEST FWY STE 320",CYPRESS,TX,77429,HARRIS,Profit,KPH-CONSOLIDATION,12,TRUE,1/22/19,29.925609,-95.633075,1,rooftop,21216,"Northwest Fwy",Ste,320,Cypress,TX,"Harris County",77429,US,"City of Houston"
452647,14,"DAVITA CHANNELVIEW DIALYSIS","777 SHELDON ROAD",CHANNELVIEW,TX,77530,HARRIS,Profit,DAVITA,20,TRUE,1/14/93,29.786265,-95.124942,1,rooftop,777,"Sheldon Rd",,,Channelview,TX,"Harris County",77530,US,"Greater Houston"
672575,14,"RRC WEST FORT WORTH","5601 LOCKE AVENUE","FORT WORTH",TX,76107,TARRANT,Profit,"RELIANT RENAL CARE",18,TRUE,10/5/07,32.731619,-97.406402,1,rooftop,5601,"Locke Ave",,,"Fort Worth",TX,"Tarrant County",76107,US,"Tarrant County"
672590,14,"HOPE KIDNEY CLINIC","2309 EAST SAUNDERS STREET, SUITE 200",LAREDO,TX,78041,WEBB,Profit,"FRESENIUS MEDICAL CARE",25,TRUE,4/4/08,27.530388,-99.473282,1,range_interpolation,2309,"E Saunders St",Ste,200,Laredo,TX,"Webb County",78041,US,"TIGER/Line® dataset from the US Census Bureau"
672523,14,"DAVITA MARYMONT DIALYSIS CENTER","2391 NE LOOP 410","SAN ANTONIO",TX,78217,BEXAR,Profit,DAVITA,24,TRUE,10/13/05,29.517906,-98.419519,1,rooftop,2391,"NE 410",,,"San Antonio",TX,"Bexar County",78217,US,"City of San Antonio"
452629,14,"KILLEEN KIDNEY CENTER","726 S FORT HOOD ST",KILLEEN,TX,76541,BELL,Profit,"FRESENIUS MEDICAL CARE",29,TRUE,4/16/91,31.115378,-97.744917,1,range_interpolation,726,"S Ft Hood St",,,Killeen,TX,"Bell County",76541,US,"TIGER/Line® dataset from the US Census Bureau"
452750,14,"MEDICAL CENTER KIDNEY CLINIC","2254 HOLCOMBE BLVD",HOUSTON,TX,77030,HARRIS,Profit,"FRESENIUS MEDICAL CARE",32,TRUE,2/12/97,29.705685,-95.386197,1,rooftop,2254,"Holcombe Blvd",,,Houston,TX,"Harris County",77030,US,Harris
452886,14,"DAVITA PDI-SOUTH HOUSTON","5989 SOUTH LOOP EAST",HOUSTON,TX,77033,HARRIS,Profit,DAVITA,24,TRUE,7/2/04,29.691877,-95.328975,1,rooftop,5989,"S Loop E",,,Houston,TX,"Harris County",77033,US,Harris
672720,14,"DAVITA HIGHLAND VILLAGE DIALYSIS","2700 VILLAGE PKWY","HIGHLAND VILLAGE",TX,75077,DENTON,Profit,DAVITA,13,TRUE,4/17/14,33.078483,-97.078497,0.52,nearest_rooftop_match,2600,"Village Pkwy",,,Lewisville,TX,"Denton County",75077,US,Denton
742535,14,"DAVITA SHERMAN CROSSROADS DIALYSIS","209 W TRAVIS ST",SHERMAN,TX,75092,GRAYSON,Profit,DAVITA,13,TRUE,5/7/19,33.60154,-96.610737,0.9,rooftop,209,"W Travis St",,,Sherman,TX,"Grayson County",75090,US,"City of Sherman"
672770,14,"DAVITA DIALYSIS CARE OF WEATHERFORD","2107 FORT WORTH HIGHWAY",WEATHERFORD,TX,76086,PARKER,Profit,DAVITA,13,TRUE,1/7/16,32.757595,-97.740602,1,rooftop,2107,"Ft Worth Hwy",,,Weatherford,TX,"Parker County",76086,US,Parker
452550,14,"DAVITA BRIARCREST DIALYSIS","1640 BRIARCREST DRIVE",BRYAN,TX,77802,BRAZOS,Profit,DAVITA,28,TRUE,9/27/82,30.650419,-96.341023,1,rooftop,1640,"Briarcrest Dr",,,Bryan,TX,"Brazos County",77802,US,Brazos
452820,14,"USRC MCALLEN DIALYSIS","1301 EAST RIDGE ROAD",MCALLEN,TX,78503,HIDALGO,Profit,"TRUCARE HEALTH CARE",28,TRUE,9/12/00,26.184332,-98.209091,0.9,rooftop,1301,"E Ridge Rd",,,McAllen,TX,"Hidalgo County",78502,US,"Hidalgo County"
672800,14,"DIALYZE DIRECT SUGARLAND","16545 SW FREEWAY","SUGAR LAND",TX,77479,"FORT BEND",Profit,INDEPENDENT,2,FALSE,2/13/17,29.591182,-95.628507,1,rooftop,16545,"Southwest Fwy",,,"Sugar Land",TX,"Fort Bend County",77479,US,"City of Sugar Land"
452732,14,"SATELLITE HEALTHCARE SOUTH LAREDO","910 GUADALUPE ST SUITE B",LAREDO,TX,78040,WEBB,Profit,"SATELLITE HEALTHCARE",29,TRUE,5/1/96,27.506717,-99.487497,1,range_interpolation,910,"Guadalupe St",Ste,B,Laredo,TX,"Webb County",78040,US,"TIGER/Line® dataset from the US Census Bureau"
452520,14,"DAVITA ISLAND DIALYSIS","5920 BROADWAY",GALVESTON,TX,77551,GALVESTON,Profit,DAVITA,27,TRUE,9/26/77,29.2892,-94.834098,0.9,range_interpolation,5920,"US Hwy 75",,,Galveston,TX,"Galveston County",77550,US,"TIGER/Line® dataset from the US Census Bureau"
672686,14,"DAVITA WEST OAKS DIALYSIS","14800 WESTHEIMER ROAD",HOUSTON,TX,77082,HARRIS,Profit,DAVITA,12,TRUE,10/3/12,29.734087,-95.651859,0.9,range_interpolation,14800,"Westheimer Rd",,,Houston,TX,"Harris County",77082,US,"TIGER/Line® dataset from the US Census Bureau"
672556,14,"DAVITA DOWNTOWN SAN ANTONIO DIALYSIS","615 EAST QUINCY ST.","SAN ANTONIO",TX,78215,BEXAR,Profit,DAVITA,20,TRUE,12/21/06,29.438193,-98.488561,1,rooftop,615,"E Quincy St",,,"San Antonio",TX,"Bexar County",78215,US,Bexar
672662,14,"US RENAL CARE OSO BAY DIALYSIS","7502 SOUTH PADRE ISLAND DRIVE","CORPUS CHRISTI",TX,78412,NUECES,Profit,"US RENAL CARE, INC.",13,TRUE,5/25/11,27.691459,-97.334988,1,rooftop,7502,"S Padre Island Dr",,,"Corpus Christi",TX,"Nueces County",78412,US,Nueces
452782,14,"FMC CARIZZO SPRINGS KIDNEY DISEASE CLINIC","409 S. 7TH STREET","CARRIZO SPRINGS",TX,78834,DIMMIT,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,8/12/98,28.518605,-99.862862,1,range_interpolation,409,"S 7th St",,,"Carrizo Springs",TX,"Dimmit County",78834,US,"TIGER/Line® dataset from the US Census Bureau"
452664,14,"US RENAL CARE RIO GRANDE DIALYSIS","2787 PHARMACY RD","RIO GRANDE CITY",TX,78582,STARR,Profit,"US RENAL CARE, INC.",15,TRUE,11/16/93,26.374645,-98.859409,1,rooftop,2787,"Pharmacy Rd",,,"Rio Grande City",TX,"Starr County",78582,US,Starr
672876,14,"BIOMEDICAL APPLICATIONS OF TEXAS, INC","1010 RONE DRIVE",WESLACO,TX,78596,HIDALGO,Profit,"FRESENIUS MEDICAL CARE",23,TRUE,8/10/18,26.149933,-97.977718,1,rooftop,1010,"Rone Dr",,,Weslaco,TX,"Hidalgo County",78596,US,"Hidalgo County"
452801,14,"QUALITY DIALYSIS TWO, INC","13311 PIKE ROAD",STAFFORD,TX,77477,"FORT BEND",Profit,INDEPENDENT,3,TRUE,8/4/99,29.629788,-95.55171,0.79,nearest_rooftop_match,13327,"Pike Rd",,,Stafford,TX,"Fort Bend County",77477,US,"Fort Bend"
452598,14,"MT PLEASANT DIALYSIS CENTER","628 S JEFFERSON AVE","MOUNT PLEASANT",TX,75455,TITUS,Profit,"FRESENIUS MEDICAL CARE",25,TRUE,2/1/87,33.150161,-94.971149,1,rooftop,628,"S Jefferson Ave",,,"Mount Pleasant",TX,"Titus County",75455,US,Titus
452636,14,"SOUTH TEXAS DIALYSIS CENTER","1615 E EXPY 83",MISSION,TX,78572,HIDALGO,Profit,"FRESENIUS MEDICAL CARE",25,TRUE,9/13/91,26.198281,-98.303212,1,range_interpolation,1615,"E Expy 83",,,Mission,TX,"Hidalgo County",78572,US,"TIGER/Line® dataset from the US Census Bureau"
672541,14,"FRESENIUS MEDICAL CARE TRI-CITY","734 NORTH ALAMO ROAD",ALAMO,TX,78516,HIDALGO,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,5/24/06,26.194552,-98.121206,1,range_interpolation,734,"N Alamo Rd",,,Alamo,TX,"Hidalgo County",78516,US,"TIGER/Line® dataset from the US Census Bureau"
452867,14,"DAVITA RENAL CENTER OF TYLER","510  S. SW LOOP 323",TYLER,TX,75702,SMITH,Profit,"RENAL VENTURES MANAGEMENT",20,TRUE,8/11/03,32.345103,-95.266566,1,rooftop,510,"S Southeast Loop 323",,,Tyler,TX,"Smith County",75702,US,Smith
742548,14,"FRESENIUS MEDICAL CARE KELLER, LLC","3700 N TARRANT PKWY","FORT WORTH",TX,76177,TARRANT,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,8/22/19,32.895312,-97.305347,0.8,rooftop,3700,"N Tarrant Pkwy",,,Keller,TX,"Tarrant County",76248,US,"Tarrant County"
452849,14,"RCG MINEOLA DIALYSIS","102 MAXINE",MINEOLA,TX,75773,WOOD,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,9/30/02,32.675313,-95.48746,1,rooftop,102,"Maxine Dr",,,Mineola,TX,"Wood County",75773,US,"Statewide Partial"
742530,14,"FRESENIUS MEDICAL CARE BALCH SPRINGS, LLC","2429 HICKORY TREE RD","BALCH SPRINGS",TX,75180,DALLAS,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,2/1/19,32.735101,-96.623059,1,rooftop,2429,"Hickory Tree Rd",,,"Balch Springs",TX,"Dallas County",75180,US,Dallas
452559,14,"FRESENIUS MEDICAL CARE BROWNWOOD","110 SOUTH PARK DRIVE",BROWNWOOD,TX,76801,BROWN,Profit,"FRESENIUS MEDICAL CARE",27,TRUE,3/15/85,31.67966,-98.995516,1,rooftop,110,"S Park Dr",,,Brownwood,TX,"Brown County",76801,US,"Statewide Partial"
672620,14,"DAVITA NORTH HILLS DIALYSIS","7927 BOULEVARD 26","NORTH RICHLAND HILLS",TX,76180,TARRANT,Profit,DAVITA,15,TRUE,10/15/09,32.836841,-97.211493,1,rooftop,7927,"Boul 26",,,"North Richland Hills",TX,"Tarrant County",76180,US,Tarrant
672820,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.","5895 KYLE PARKWAY",KYLE,TX,78640,HAYS,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,9/12/17,30.010663,-97.855624,1,rooftop,5895,"Kyle Pkwy",,,Kyle,TX,"Hays County",78640,US,Capcog
672729,14,"DAVITA GRANBURY DIALYSIS","1200 PALUXY MEDICAL CIRCLE",GRANBURY,TX,76048,HOOD,Profit,DAVITA,12,TRUE,7/16/14,32.425086,-97.808795,1,rooftop,1200,"Paluxy Medical Cir",,,Granbury,TX,"Hood County",76048,US,Hood
672861,14,"DAVITA CEDAR HILL DIALYSIS","439 E FM 1382","CEDAR HILL",TX,75104,DALLAS,Profit,"UNKNOWN AT THIS TIME",21,TRUE,6/27/18,32.592847,-96.937575,1,range_interpolation,439,"E FM 1382",,,"Cedar Hill",TX,"Dallas County",75104,US,"TIGER/Line® dataset from the US Census Bureau"
452789,14,"SATELLITE HEALTHCARE MUELLER","1801 EAST 51ST STREET",AUSTIN,TX,78723,TRAVIS,Profit,"SATELLITE DIALYSIS",48,TRUE,1/15/99,30.301785,-97.698664,1,rooftop,1801,"E 51st St",,,Austin,TX,"Travis County",78723,US,Capcog
452832,14,"DIALYSIS SERVICES OF GRAPEVINE","1601 HART COURT",SOUTHLAKE,TX,76092,TARRANT,Profit,"FRESENIUS MEDICAL CARE",12,TRUE,8/16/01,32.923507,-97.125493,1,rooftop,1601,"Hart Ct",,,Southlake,TX,"Tarrant County",76092,US,"Tarrant County"
672837,14,"AR - GRAPEVINE KIDNEY CENTER, LLC","1270 WILLIAM D. TATE AVE",GRAPEVINE,TX,76051,TARRANT,Profit,"AMERICAN RENAL ASSOCIATES",21,TRUE,11/6/17,32.927404,-97.088221,1,rooftop,1270,"William D Tate Ave",,,Grapevine,TX,"Tarrant County",76051,US,"Tarrant County"
672540,14,"FMC OF PLEASANT RUN DIALYSIS","900 N. POLK STREET #146","DE SOTO",TX,75115,DALLAS,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,6/2/06,32.60564,-96.840215,1,rooftop,900,"N Polk St",Ste,146,Desoto,TX,"Dallas County",75115,US,Dallas
452572,14,"DAVITA MED CENTER DIALYSIS","5610 ALMEDA ROAD",HOUSTON,TX,77004,HARRIS,Profit,DAVITA,72,TRUE,3/21/86,29.719554,-95.380271,1,rooftop,5610,"Almeda Rd",,,Houston,TX,"Harris County",77004,US,Harris
452763,14,"DAVITA RENAL CENTER OF PORT ARTHUR","3730 DRYDEN RD","PORT ARTHUR",TX,77642,JEFFERSON,Profit,"RENAL VENTURES MANAGEMENT",24,TRUE,7/17/97,29.909144,-93.921408,1,rooftop,3730,"Dryden Rd",,,"Port Arthur",TX,"Jefferson County",77642,US,Jefferson
672819,14,"DAVITA LOCKHART DIALYSIS","1806 SOUTH COLORADO STREET",LOCKHART,TX,78644,CALDWELL,Profit,DAVITA,13,TRUE,8/28/17,29.860803,-97.668006,1,rooftop,1806,"S Colorado St",,,Lockhart,TX,"Caldwell County",78644,US,Capcog
672580,14,"DAVITA LAKE CLIFF DIALYSIS CENTER","805 N. BECKLEY AVENUE",DALLAS,TX,75203,DALLAS,Profit,DAVITA,20,TRUE,1/4/08,32.752837,-96.823188,0.9,rooftop,805,"N Beckley Ave",,,Dallas,TX,"Dallas County",75208,US,Dallas
672684,14,"FRESENIUS MEDICAL CARE GRAHAM","1531 HIGHWAY 380 BYPASS",GRAHAM,TX,76450,YOUNG,Profit,"FRESENIUS MEDICAL CARE",10,TRUE,11/15/12,33.117783,-98.565994,1,rooftop,1531,"Hwy 380th Byp",,,Graham,TX,"Young County",76450,US,Young
452833,14,"DAVITA KATY CINCO RANCH DIALYSIS","1265 ROCK CANYON ROAD",KATY,TX,77450,HARRIS,Profit,DAVITA,12,TRUE,8/28/01,29.764988,-95.752615,1,rooftop,1265,"Rock Canyon Dr",,,Katy,TX,"Harris County",77450,US,"Greater Houston"
672840,14,"USRC BURLESON","265 SW JOHN JONES DRIVE",BURLESON,TX,76028,JOHNSON,Profit,"US RENAL CARE, INC.",13,TRUE,3/6/18,32.49538,-97.335776,0.5,street_center,,"SE John Jones Dr",,,Burleson,TX,"Johnson County",76028,US,"TIGER/Line® dataset from the US Census Bureau"
452677,14,"DAVITA CENTRAL HOUSTON DIALYSIS","610 SOUTH  WAYSIDE",HOUSTON,TX,77011,HARRIS,Profit,DAVITA,20,TRUE,11/3/94,29.740354,-95.304711,1,range_interpolation,610,"US Hwy 90 Alt",,,Houston,TX,"Harris County",77011,US,"TIGER/Line® dataset from the US Census Bureau"
672696,14,"DAVITA SPRING CREEK DIALYSIS","301 EAST AIRLINE ROAD",VICTORIA,TX,77901,VICTORIA,Profit,DAVITA,16,TRUE,3/6/13,28.819426,-97.002736,1,rooftop,301,"E Airline Rd",,,Victoria,TX,"Victoria County",77901,US,Victoria
672508,14,"DAVITA SUN CITY DIALYSIS CENTER","600 NEWMAN STREET","EL PASO",TX,79902,"EL PASO",Profit,DAVITA,20,TRUE,2/28/05,31.769103,-106.478135,1,range_interpolation,600,"Newman St",,,"El Paso",TX,"El Paso County",79902,US,"TIGER/Line® dataset from the US Census Bureau"
742505,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.","2733 1ST ST",ROSENBERG,TX,77471,"FORT BEND",Profit,"FRESENIUS MEDICAL CARE",13,TRUE,10/9/18,29.539204,-95.80817,1,rooftop,2733,"1st St",,,Rosenberg,TX,"Fort Bend County",77471,US,"City of Rosenberg"
672635,14,"DAVITA DUNCANVILLE DIALYSIS","270 E HIGHWAY 67, SUITE 100",DUNCANVILLE,TX,75137,DALLAS,Profit,DAVITA,16,TRUE,3/18/10,32.627505,-96.904495,1,rooftop,270,"E Hwy 67",Ste,67,Duncanville,TX,"Dallas County",75137,US,Dallas
452754,14,"TEXAS CITY DIALYSIS, LP","3557 PALMER HWY","TEXAS CITY",TX,77590,GALVESTON,Profit,"SANKAR NEPHROLOGY GROUP",17,TRUE,1/8/97,29.395178,-94.949581,1,range_interpolation,3557,"Palmer Hwy",,,"Texas City",TX,"Galveston County",77590,US,"TIGER/Line® dataset from the US Census Bureau"
452672,14,"DAVITA WESLACO RENAL CENTER","910 UTAH",WESLACO,TX,78596,HIDALGO,Profit,DAVITA,20,TRUE,6/14/94,26.160675,-97.978608,0.5,street_center,,"S Utah Ave",,,Weslaco,TX,"Hidalgo County",78596,US,"TIGER/Line® dataset from the US Census Bureau"
452526,14,"FRESENIUS MEDICAL CARE BRAZOS","2329 N 39TH",WACO,TX,76708,MCLENNAN,Profit,"FRESENIUS MEDICAL CARE",28,TRUE,10/27/77,31.551789,-97.184334,1,rooftop,2329,"N 39th St",,,Waco,TX,"McLennan County",76708,US,"City of Waco"
452882,14,"FRESENIUS MEDICAL CARE TYLER HOME DIALYSIS","3824 TROUP HIGHWAY",TYLER,TX,75703,SMITH,Profit,"FRESENIUS MEDICAL CARE",0,FALSE,4/19/04,32.308575,-95.271554,1,rooftop,3824,"Troup Hwy",,,Tyler,TX,"Smith County",75703,US,Smith
672774,14,"FRESENIUS MEDICAL CARE KATY","21755 PROVINCIAL BLVD",KATY,TX,77450,HARRIS,Profit,"FRESENIUS MEDICAL CARE",25,TRUE,3/29/16,29.779578,-95.748691,1,range_interpolation,21755,"Provincial Blvd",,,Katy,TX,"Harris County",77450,US,"TIGER/Line® dataset from the US Census Bureau"
