Provider Number,Network,Facility Name,Address Line 1,City,State,Zip,County,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Certification or Recertification Date
212676,5,"FRESENIUS MEDICAL CARE ESSEX DUNDALK, LLC",110 STEMMERS RUN RD,ESSEX,MD,21221,BALTIMORE,Profit,FRESENIUS MEDICAL CARE,19,TRUE,3/27/13
212657,5,DAVITA DISTRICT HEIGHTS DIALYSIS,5701 SILVER HILLL RD,DISTRICT HEIGHTS,MD,20747,PRINCE GEORGES,Profit,DAVITA,18,TRUE,2/25/09
212660,5,FMC - SILVER SPRING,12120 PLUM ORCHARD RD   STE 140,SILVER SPRING,MD,20904,MONTGOMERY,Profit,FRESENIUS MEDICAL CARE,12,TRUE,7/15/09
212694,5,NXSTAGE KIDNEY CARE GREENBELT,10003 DEREKWOOD LN SUITE 100 AND 145,LANHAM,MD,20706,PRINCE GEORGES,Profit,INDEPENDENT,18,TRUE,4/20/15
212556,5,DAVITA HARBOR PARK DIALYSIS,111 CHERRY HILL RD,BROOKLYN,MD,21225,BALTIMORE CITY,Profit,DAVITA,21,TRUE,2/1/95
212692,5,FMC - CROSS KEYS,2 HAMILL RD,BALTIMORE,MD,21210,BALTIMORE CITY,Profit,FRESENIUS MEDICAL CARE,17,TRUE,2/25/15
212568,5,FMC OF PORTER DIALYSIS - WHITE MARSH,8013 CORPORATE DR STE K,NOTTINGHAM,MD,21236,BALTIMORE,Profit,FRESENIUS MEDICAL CARE,19,TRUE,2/12/97
212528,5,DAVITA CANTONSVILLE DIALYSIS,1581 SULPHUR SPRING RD,BALTIMORE,MD,21227,BALTIMORE,Profit,DAVITA,30,TRUE,6/1/87
212621,5,DAVITA RIVERTOWNE DIALYSIS,6169 LIVINGSTON ROAD,OXON HILL,MD,20745,PRINCE GEORGES,Profit,DAVITA,21,TRUE,2/27/02
212593,5,DAVITA SILVER SPRING DIALYSIS,8040 GEORGIA AVE,SILVER SPRING,MD,20910,MONTGOMERY,Profit,DAVITA,27,TRUE,1/15/99
212640,5,DAVITA RENAL CARE OF SEAT PLEASANT,6274 CENTRAL AVE,SEAT PLEASANT,MD,20743,PRINCE GEORGES,Profit,DAVITA,21,TRUE,4/7/04
212309,5,BON SECOURS HOSPITAL,RENAL DIALYSIS UNIT,BALTIMORE,MD,21223,BALTIMORE CITY,Non-Profit,BON SECOURS,35,TRUE,5/1/80
212738,5,DAVITA TIMONIUM DIALYSIS,1840 YORK RD,LUTHERVILLE,MD,21093,BALTIMORE,Profit,DAVITA,22,TRUE,11/4/19
212664,5,FMC - NORTH SALISBURY,1314 BELMONT AVE    STE 304,SALISBURY,MD,21804,WICOMICO,Profit,FRESENIUS MEDICAL CARE,24,TRUE,3/19/10
212728,5,DAVITA GAITHERSBURG DIALYSIS,202 PERRY PARKWAY,GAITHERSBURG,MD,20877,MONTGOMERY,Profit,DAVITA,16,TRUE,2/2/18
212563,5,DAVITA SOUTHERN MARYLAND DIALYSIS,9211 STUART LN,CLINTON,MD,20735,PRINCE GEORGES,Profit,DAVITA,13,TRUE,2/5/96
212721,5,DAVITA UNION MEMORIAL DIALYSIS,201 EAST UNIVERSITY PARKWAY,BALTIMORE,MD,21218,BALTIMORE CITY,Profit,DAVITA,27,TRUE,6/30/17
212669,5,FMC - PRINCESS ANNE,12185 ELM ST,PRINCESS ANNE,MD,21853,SOMERSET,Profit,FRESENIUS MEDICAL CARE,30,TRUE,1/25/12
212733,5,DAVITA GOLDEN MILE DIALYSIS,1306 W. PATRICK STREET,FREDERICK,MD,21703,FREDERICK,Profit,DAVITA,13,TRUE,12/14/18
212720,5,DAVITA MT. RAINIER DIALYSIS,2303 VARNUM STREET,MOUNT RAINIER,MD,20712,PRINCE GEORGES,Profit,DAVITA,16,TRUE,7/31/17
212586,5,CADIA DIALYSIS SPRINGBROOK,12325 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904,MONTGOMERY,Non-Profit,INDEPENDENT,11,TRUE,4/8/98
212534,5,FMC - HAGERSTOWN,12931 OAK HILL AVE,HAGERSTOWN,MD,21742,WASHINGTON,Profit,FRESENIUS MEDICAL CARE,29,TRUE,7/1/89
212616,5,DAVITA DUNDALK DIALYSIS,14 COMMERCE ST,DUNDALK,MD,21222,BALTIMORE,Profit,DAVITA,12,TRUE,3/12/01
212699,5,DAVITA GLENARDEN DIALYSIS,9701 PHILADELPHIA CT.,LANHAM,MD,20706,PRINCE GEORGES,Profit,DAVITA,24,TRUE,1/20/16
212636,5,DAVITA PIKESVILLE DIALYSIS,6609 REISTERSTOWN ROAD   STE 100,BALTIMORE,MD,21215,BALTIMORE CITY,Profit,DAVITA,6,TRUE,5/12/03
212684,5,LARGO PERITONEAL DIALYSIS,1221 MERCANTILE LN,LARGO,MD,20774,PRINCE GEORGES,Non-Profit,KAISER PERMANENTE,0,FALSE,5/30/14
212503,5,BMA - BETHESDA,6420 ROCKLEDGE DR,BETHESDA,MD,20817,MONTGOMERY,Profit,FRESENIUS MEDICAL CARE,18,TRUE,9/1/77
212705,5,FRESENIUS MEDICAL CARE TOWSON,"7801 YORK ROAD, STE. 150",TOWSON,MD,21204,BALTIMORE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,7/1/16
212695,5,DAVITA FORESTVILLE DIALYSIS,3424 DONNELL DR,DISTRICT HEIGHTS,MD,20747,PRINCE GEORGES,Profit,DAVITA,19,TRUE,6/26/15
212611,5,FMC - PRINCE GEORGES COUNTY DIALYSIS,7558 ANNAPOLIS ROAD   STE C-1,LANHAM,MD,20784,PRINCE GEORGES,Non-Profit,FRESENIUS MEDICAL CARE,22,TRUE,3/7/00
212631,5,DAVITA GLEN BURNIE DIALYSIS,6934 AVIATION BLVD,GLEN BURNIE,MD,21061,ANNE ARUNDEL,Profit,DAVITA,30,TRUE,4/3/03
212683,5,DAVITA CORAL HILLS DIALYSIS,4797 MARLBORO PIKE,CAPITOL HEIGHTS,MD,20743,PRINCE GEORGES,Profit,DAVITA,19,TRUE,2/26/14
212662,5,US RENAL CARE OF OLD ALEXANDRIA DIALYSIS,7201 OLD ALEXANDRIA FERRY RD,CLINTON,MD,20735,PRINCE GEORGES,Profit,"US RENAL CARE, INC.",24,TRUE,11/30/09
212709,5,FRESENIUS KIDNEY CARE BROADWAY STREET,1900 NORTH BROADWAY STREET,BALTIMORE,MD,21213,BALTIMORE CITY,Profit,FRESENIUS MEDICAL CARE,26,TRUE,8/23/16
212731,5,DAVITA EDGEWOOD DIALYSIS,1415 S. MOUNTAIN RD,JOPPA,MD,21085,HARFORD,Profit,DAVITA,16,TRUE,6/25/18
212725,5,DAVITA RIDGE ROAD DIALYSIS,530 E RIDGEVILLE BLVD,MOUNT AIRY,MD,21771,FREDERICK,Profit,DAVITA,13,TRUE,12/6/17
212673,5,DAVITA DEER CREEK HOME TRAINING,602 S ATWOOD RD,BEL AIR,MD,21014,HARFORD,Profit,DAVITA,0,FALSE,8/20/12
212688,5,"NORTHPOINT DIALYSIS, LLC",1046 OLD NORTHPOINT RD,BALTIMORE,MD,21224,BALTIMORE CITY,Profit,FUTURE CARE,6,TRUE,6/9/14
212638,5,DAVITA GERMANTOWN DIALYSIS,20111 CENTURY BLVD   STE C,GERMANTOWN,MD,20874,MONTGOMERY,Profit,DAVITA,21,TRUE,11/18/03
212577,5,US RENAL CARE - NORTH BALTIMORE,2700 NORTH CHARLES ST,BALTIMORE,MD,21218,BALTIMORE CITY,Profit,"US RENAL CARE, INC.",11,TRUE,8/15/97
212543,5,DAVITA BERTHA SIRK DIALYSIS CENTER,5820 YORK RD,BALTIMORE,MD,21212,BALTIMORE CITY,Profit,DAVITA,16,TRUE,6/1/91
212566,5,US RENAL CARE OXON HILL DIALYSIS,5410 INDIAN HEAD HWY,OXON HILL,MD,20745,PRINCE GEORGES,Profit,"US RENAL CARE, INC.",16,TRUE,12/16/96
212626,5,DAVITA RENAL CARE OF BOWIE,4861 TELSA DR   STE H,BOWIE,MD,20715,PRINCE GEORGES,Profit,DAVITA,24,TRUE,8/5/02
212557,5,BMA - SOUTH ANNAPOLIS,304 HARRY S TRUMAN PKWY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,Profit,FRESENIUS MEDICAL CARE,15,TRUE,3/1/95
212713,5,DAVITA LARGO TOWN CENTER DIALYSIS,1101 MERCANTILE LANE,LARGO,MD,20774,PRINCE GEORGES,Profit,DAVITA,23,TRUE,9/14/16
212511,5,DAVITA ROCKVILLE DIALYSIS CENTER,15204 OMEGA DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,Profit,DAVITA,24,TRUE,3/1/80
212520,5,DAVITA BERLIN DIALYSIS CENTER,9952 MAIN STREET,BERLIN,MD,21811,WORCESTER,Profit,DAVITA,19,TRUE,10/1/85
212544,5,IDF - ARUNDEL CENTER,804 LANDMARK DRIVE,GLEN BURNIE,MD,21061,ANNE ARUNDEL,Non-Profit,INDEPENDENT DIALYSIS FOUNDATION (IDF),24,TRUE,12/1/91
212729,5,CAPITAL REGION DIALYSIS CLINIC LLC,1051 BRIGHTSEAT RD,LANDOVER,MD,20785,PRINCE GEORGES,Profit,INDEPENDENT,9,TRUE,6/14/18
212588,5,DAVITA FALLS ROAD DIALYSIS,1423 CLARKVIEW ROAD,BALTIMORE,MD,21209,BALTIMORE CITY,Profit,DAVITA,12,TRUE,7/29/98
212619,5,US RENAL CARE - CHESAPEAKE,305 COLLEGE PKY,ARNOLD,MD,21012,ANNE ARUNDEL,Profit,"US RENAL CARE, INC.",6,TRUE,11/27/01
212677,5,"FRESENIUS ANNE ARUNDEL OUTPATIENT DIALYSIS SERVICES, LLC",1105 ANNAPOLIS RD,ODENTON,MD,21113,ANNE ARUNDEL,Profit,FRESENIUS MEDICAL CARE,19,TRUE,4/29/13
212693,5,FMC - LEXINGTON PARK DIALYSIS,44930 WORTH AVE,CALIFORNIA,MD,20619,SAINT MARYS,Profit,FRESENIUS MEDICAL CARE,16,TRUE,2/4/15
212737,5,DAVITA LIVINGSTON VILLAGE DIALYSIS,11700 LIVINGSTON RD,FORT WASHINGTON,MD,20744,PRINCE GEORGES,Profit,DAVITA,19,TRUE,10/21/19
212538,5,DAVITA KIDNEY CARE OF LAUREL,14631 LAUREL BOWIE RD,LAUREL,MD,20707,PRINCE GEORGES,Profit,DAVITA,18,TRUE,9/1/90
212724,5,DAVITA LAUREL LAKES DIALYSIS,14500 LAUREL PLACE,LAUREL,MD,20707,PRINCE GEORGES,Profit,DAVITA,13,TRUE,12/15/17
212560,5,DAVITA ELLICOTT CITY DIALYSIS,3419 PLUM TREE DRIVE,ELLICOTT CITY,MD,21042,HOWARD,Non-Profit,DAVITA,18,TRUE,5/25/95
212659,5,DAVITA KIDNEY HOME CENTER PD,2270 ROLLING RUN DRIVE,WINDSOR MILL,MD,21244,BALTIMORE,Profit,DAVITA,21,TRUE,6/3/09
212529,5,RAI - BALTIMORE-BELTSVILLE,10701 BALTIMORE AVE,BELTSVILLE,MD,20705,PRINCE GEORGES,Non-Profit,FRESENIUS MEDICAL CARE,20,TRUE,6/1/87
212620,5,US RENAL CARE - HYATTSVILLE,4920 LASALLE RD,HYATTSVILLE,MD,20782,PRINCE GEORGES,Profit,"US RENAL CARE, INC.",24,TRUE,12/3/01
212598,5,DAVITA FREDERICK DIALYSIS,140 THOMAS JOHNSON DR,FREDERICK,MD,21702,FREDERICK,Profit,DAVITA,27,TRUE,1/1/89
212551,5,DAVITA GREENSPRING DIALYSIS CENTER,4701 MT HOPE DR    STE C,BALTIMORE,MD,21215,BALTIMORE CITY,Profit,DAVITA,36,TRUE,8/1/93
212647,5,US RENAL CARE - WEST BALTIMORE,22 S ATHOL AVE,BALTIMORE,MD,21229,BALTIMORE CITY,Profit,"US RENAL CARE, INC.",15,TRUE,8/22/05
212302,5,WESTERN MARYLAND REGIONAL DIALYSIS CENTER,12502 WILLOWBROOK RD   STE 250,CUMBERLAND,MD,21502,ALLEGANY,Non-Profit,INDEPENDENT,35,TRUE,8/24/09
212682,5,DAVITA ANNAPOLIS DIALYSIS,1127 WEST ST STE 100,ANNAPOLIS,MD,21401,ANNE ARUNDEL,Profit,DAVITA,16,TRUE,3/31/14
212615,5,FMC OF PORTER DIALYSIS - PIKESVILLE,115 MCHENRY AVE,PIKESVILLE,MD,21208,BALTIMORE,Profit,FRESENIUS MEDICAL CARE,13,TRUE,4/11/01
212703,5,"COURTLAND DIALYSIS, LLC",7920 SCOTTS LEVEL ROAD,BALTIMORE,MD,21208,BALTIMORE,Profit,INDEPENDENT,9,TRUE,4/7/16
212637,5,FMC - ANNE ARUNDEL,2032 INDUSTRIAL DR,ANNAPOLIS,MD,21401,ANNE ARUNDEL,Profit,FRESENIUS MEDICAL CARE,19,TRUE,7/15/03
212687,5,"CONCERTO MARYLAND, LLC",1531 S EDGEWOOD ST,HALETHORPE,MD,21227,BALTIMORE,Profit,INDEPENDENT,2,FALSE,10/16/14
212654,5,DAVITA BALLENGER CREEK DIALYSIS,5205 CHAIRMANS COURT,FREDERICK,MD,21703,FREDERICK,Profit,DAVITA,27,TRUE,1/28/08
212610,5,FMC - WALDORF,3510 OLD WASHINGTON ROAD,WALDORF,MD,20603,CHARLES,Profit,FRESENIUS MEDICAL CARE,15,TRUE,3/17/00
212719,5,WOODLAWN PERITONEAL DIALYSIS CENTER,7141 SECURITY BLVD,WINDSOR MILL,MD,21244,BALTIMORE,Profit,KAISER PERMANENTE,0,FALSE,2/14/17
212653,5,DAVITA SETON DRIVE DIALYSIS,4800 SETON DRIVE,BALTIMORE,MD,21215,BALTIMORE CITY,Profit,DAVITA,12,TRUE,6/20/07
212667,5,DAVITA WASHINGTON COUNTY DIALYSIS,246 EASTERN BLVD.,HAGERSTOWN,MD,21740,WASHINGTON,Profit,DAVITA,2,FALSE,1/20/11
212668,5,DAVITA FOREST LANDING DIALYSIS,2220 COMMERCE AVE   STE 1,FOREST HILL,MD,21050,HARFORD,Profit,DAVITA,24,TRUE,11/9/11
212310,5,HOLY CROSS HOSPITAL,RENAL DIALYSIS UNIT,SILVER SPRING,MD,20910,MONTGOMERY,Non-Profit,INDEPENDENT,14,TRUE,1/1/81
212632,5,DAVITA WINDSOR DIALYSIS,2707 ROLLING RD   STES 104-105,BALTIMORE,MD,21244,BALTIMORE,Profit,DAVITA,18,TRUE,2/23/03
212678,5,DAVITA ROCK CREEK DIALYSIS,5544 NORBECK RD,ROCKVILLE,MD,20853,MONTGOMERY,Profit,DAVITA,12,TRUE,6/5/13
212689,5,DAVITA QUEEN ANNE HOME TRAINING,125 SHOREWAY DR STE 330,QUEENSTOWN,MD,21658,QUEEN ANNES,Profit,DAVITA,2,FALSE,11/19/14
212698,5,DAVITA BRANDYWINE DIALYSIS,7651 MATAPEAKE BUSINESS DRIVE,BRANDYWINE,MD,20613,PRINCE GEORGES,Profit,DAVITA,22,TRUE,12/11/15
212732,5,DAVITA LA PLATA DIALYSIS,6700 CRAIN HWY,LA PLATA,MD,20646,CHARLES,Profit,DAVITA,19,TRUE,10/31/18
212545,5,DAVITA LANDOVER DIALYSIS,1200 MERCANTILE LN   STE 105,LARGO,MD,20774,PRINCE GEORGES,Profit,DAVITA,22,TRUE,4/1/92
212663,5,DAVITA CALVERTON DIALYSIS,4780 CORRIDOR PLACE    STE C,BELTSVILLE,MD,20705,PRINCE GEORGES,Profit,DAVITA,13,TRUE,2/5/10
212522,5,DAVITA DOWNTOWN DIALYSIS CENTER,821 N EUTAW ST,BALTIMORE,MD,21201,BALTIMORE CITY,Profit,DAVITA,31,TRUE,10/1/86
212714,5,DAVITA FRIENDLY FARMS HOME DIALYSIS (PD-HHD),10905 FORT WASHINGTON ROAD,FORT WASHINGTON,MD,20744,PRINCE GEORGES,Profit,DAVITA,5,FALSE,9/21/16
212583,5,BMA - FORT WASHINGTON,12780 OLD FORT RD,FORT WASHINGTON,MD,20744,PRINCE GEORGES,Profit,FRESENIUS MEDICAL CARE,12,TRUE,3/27/98
212612,5,DAVITA DULANEY TOWSON DIALYSIS CENTER,113 WEST ROAD,TOWSON,MD,21204,BALTIMORE,Profit,DAVITA,14,TRUE,6/14/00
212674,5,DAVITA GLEN BURNIE HOME TRAINING,6934 AVIATION BLVD,GLEN BURNIE,MD,21061,ANNE ARUNDEL,Profit,DAVITA,6,FALSE,4/30/13
212515,5,IDF - PARKVIEW CENTER,840 HOLLINS ST,BALTIMORE,MD,21201,BALTIMORE CITY,Non-Profit,INDEPENDENT DIALYSIS FOUNDATION (IDF),36,TRUE,2/1/82
212736,5,DAVITA CAROLINE COUNTY DIALYSIS,842 S 5TH AVE,DENTON,MD,21629,CAROLINE,Profit,DAVITA,13,TRUE,4/8/19
212590,5,DAVITA TAKOMA PARK DIALYSIS,1502 UNIVERSITY BLVD E,HYATTSVILLE,MD,20783,PRINCE GEORGES,Profit,DAVITA,21,TRUE,10/9/98
212639,5,DAVITA CAMBRIDGE DIALYSIS CENTER,704 CAMBRIDGE PLAZA,CAMBRIDGE,MD,21613,DORCHESTER,Profit,DAVITA,22,TRUE,12/3/03
212710,5,DAVITA GREENBELT HOME TRAINING (PD ONLY),10210 GREENBELT ROAD,LANHAM,MD,20706,PRINCE GEORGES,Profit,DAVITA,4,FALSE,7/18/16
212542,5,DAVITA MERCY DIALYSIS,315 N CALVERT ST,BALTIMORE,MD,21202,BALTIMORE CITY,Profit,DAVITA,30,TRUE,6/1/87
212643,5,RENAL CAREPARTNERS - PRINCE FREDERICK,205 STEEPLE CHASE DR   STE 201,PRINCE FREDERICK,MD,20678,CALVERT,Profit,RENAL CARE PARTNERS,16,TRUE,12/10/04
212686,5,US RENAL CARE NEW CAROLLTON DIALYSIS,8317 ANNAPOLIS RD,HYATTSVILLE,MD,20784,PRINCE GEORGES,Profit,"US RENAL CARE, INC.",16,TRUE,8/22/14
212510,5,BMA - LEONARDTOWN,40865 MERCHANTS LANE,LEONARDTOWN,MD,20650,SAINT MARYS,Profit,FRESENIUS MEDICAL CARE,18,TRUE,1/1/81
212707,5,FRESENIUS KIDNEY CARE CAROLINE STREET,407 NORTH CAROLINE STREET,BALTIMORE,MD,21231,BALTIMORE CITY,Profit,FRESENIUS MEDICAL CARE,21,TRUE,6/28/16
212740,5,"DIALYZE DIRECT MD, LLC",502 MCCORMICK DR,GLEN BURNIE,MD,21061,ANNE ARUNDEL,Profit,INDEPENDENT,0,FALSE,11/20/19
212565,5,DAVITA CHESTERTOWN DIALYSIS CENTER,100 BROWN ST,CHESTERTOWN,MD,21620,KENT,Profit,DAVITA,9,TRUE,12/19/95
212723,5,FRESENIUS KIDNEY CARE WOLFE STREET PEDIATRICS,600 NORTH WOLFE STREET,BALTIMORE,MD,21287,BALTIMORE CITY,Profit,FRESENIUS MEDICAL CARE,4,TRUE,5/1/17
212717,5,FRESENIUS KIDNEY CARE LUTHERAN GREENSPRING DRIVE,1940 GREENSPRING DRIVE,LUTHERVILLE TIMONIUM,MD,21093,BALTIMORE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,8/25/16
212671,5,"COLDSPRINGS DIALYSIS, LLC",4700 HARTFORD ROAD,BALTIMORE,MD,21214,BALTIMORE CITY,Profit,FUTURE CARE,6,TRUE,6/22/12
212681,5,US RENAL CARE BETHESDA DIALYSIS,4701 SANGAMORE RD,BETHESDA,MD,20816,MONTGOMERY,Profit,"US RENAL CARE, INC.",10,TRUE,2/6/14
212537,5,DAVITA CARROLL COUNTY DIALYSIS FACILITY,193 STONER AVE,WESTMINSTER,MD,21157,CARROLL,Profit,DAVITA,19,TRUE,9/1/90
212625,5,DAVITA MIDDLEBROOK DIALYSIS,12401 MIDDLEBROOK RD   STE 160,GERMANTOWN,MD,20874,MONTGOMERY,Profit,DAVITA,19,TRUE,8/9/02
212595,5,DAVITA 25TH STREET DIALYSIS,920 E 25TH ST,BALTIMORE,MD,21218,BALTIMORE CITY,Profit,DAVITA,21,TRUE,1/22/99
212702,5,DAVITA KIDNEY HOME DOWNTOWN AT HOME,"200 SAINT PAUL ST., STE. 5",BALTIMORE,MD,21202,BALTIMORE CITY,Profit,DAVITA,4,FALSE,3/29/16
212313,5,DEERS HEAD CENTER,351 DEERS HEAD HOSPITAL ROAD,SALISBURY,MD,21801,WICOMICO,Non-Profit,STATE OWNED,26,TRUE,9/1/77
212651,5,IDF - GARRETT DIALYSIS CENTER,888 MEMORIAL DR,OAKLAND,MD,21550,GARRETT,Non-Profit,INDEPENDENT DIALYSIS FOUNDATION (IDF),12,TRUE,10/27/06
212666,5,UNIVERSAL DIALYSIS CENTER,3804 BLADENSBURG RD,COTTAGE CITY,MD,20722,PRINCE GEORGES,Profit,AMERICAN RENAL ASSOCIATES,17,TRUE,2/16/11
212726,5,"SALISBURY DIALYSIS CENTER, LLC",601 EAST MAIN STREET,SALISBURY,MD,21804,WICOMICO,Profit,AMERICAN RENAL ASSOCIATES,13,TRUE,1/26/18
212629,5,FMC - SALISBURY,1340 SOUTH DIVISION ST   STE 302,SALISBURY,MD,21804,WICOMICO,Profit,FRESENIUS MEDICAL CARE,21,TRUE,12/19/02
212574,5,DAVITA OWINGS MILLS DIALYSIS CENTER,11221 DOLFIELD BLVD,OWINGS MILLS,MD,21117,BALTIMORE,Profit,DAVITA,25,TRUE,8/13/97
212655,5,DAVITA NORTHWEST DIALYSIS CENTER,2245 ROLLING RUN DR   STE 1,BALTIMORE,MD,21244,BALTIMORE,Profit,DAVITA,21,TRUE,7/21/08
212530,5,DAVITA KIDNEY CARE OF LARGO,1300 MERCANTILE LN,LARGO,MD,20774,PRINCE GEORGES,Profit,DAVITA,29,TRUE,7/1/87
212609,5,FMC OF PORTER DIALYSIS - DUNDALK,1107 N POINT BOULEVARD,DUNDALK,MD,21224,BALTIMORE CITY,Profit,FRESENIUS MEDICAL CARE,12,TRUE,3/28/00
232686,11,DAVITA RIVERVIEW DIALYSIS,18236 FORT ST,RIVERVIEW,MI,48193,WAYNE,Profit,DAVITA,22,TRUE,1/24/13
232534,11,DAVITA WEST BRANCH DIALYSIS,599 COURT ST,WEST BRANCH,MI,48661,OGEMAW,Profit,DAVITA,14,TRUE,1/6/94
232720,11,DETROIT KIDNEY CENTER LLC,13437 SCHAEFER HWY,DETROIT,MI,48227,WAYNE,Profit,AMERICAN RENAL ASSOCIATES,20,TRUE,5/8/17
232673,11,RRC - DAVISON HOME,2031 FAIRWAY DR,DAVISON,MI,48423,GENESEE,Profit,RELIANT RENAL CARE,2,FALSE,1/19/12
232519,11,BAY AREA REGL DIALYSIS CTR - SAGINAW,4800 MCLEOD DR E,SAGINAW,MI,48604,SAGINAW,Profit,FRESENIUS MEDICAL CARE,27,TRUE,10/30/91
232574,11,SOUTHEAST MICHIGAN KIDNEY CENTER,"1695 W 12 MILE RD, SUITE 250",BERKLEY,MI,48072,OAKLAND,Profit,GREENFIELD HEALTH SYSTEMS,2,FALSE,6/2/99
232637,11,DAVITA COMMERCE TOWNSHIP DIALYSIS,120 W COMMERCE RD,COMMERCE TOWNSHIP,MI,48382,OAKLAND,Profit,DAVITA,12,TRUE,9/21/07
232740,11,"MICHIGAN DIALYSIS SERVICES, LLC",275 N CANTON CENTER RD,CANTON,MI,48187,WAYNE,Profit,UNIVERSITY OF MICHIGAN,13,TRUE,8/28/19
232598,11,BAY AREA REGL DIALYSIS CTR - SAGINAW RIVERSIDE,920 N NIAGARA ST,SAGINAW,MI,48602,SAGINAW,Profit,FRESENIUS MEDICAL CARE,32,TRUE,6/26/02
232560,11,FMC - OSHTEMO,6739 SEECO DR,KALAMAZOO,MI,49009,KALAMAZOO,Profit,FRESENIUS MEDICAL CARE,24,TRUE,8/1/98
232707,11,"MICHIGAN METROPOLITAN DIALYSIS, L.L.C.",2361 COOLIDGE HWY,BERKLEY,MI,48072,OAKLAND,Profit,GREENFIELD HEALTH SYSTEMS,1,FALSE,4/15/16
232612,11,NW DETROIT DIALYSIS - LAHSER SATELLITE,25664 LAHSER ROAD,SOUTHFIELD,MI,48034,OAKLAND,Profit,GREENFIELD HEALTH SYSTEMS,24,TRUE,9/26/03
232606,11,FMC - THREE RIVERS,601 S HEALTH PKWY,THREE RIVERS,MI,49093,SAINT JOSEPH,Profit,FRESENIUS MEDICAL CARE,16,TRUE,4/22/03
232677,11,DAVITA GREENVILLE DIALYSIS,101 S GREENVILLE WEST DR,GREENVILLE,MI,48838,MONTCALM,Profit,DAVITA,10,TRUE,8/18/95
232315,11,NORTHERN MICHIGAN HOSPITAL,DIALYSIS UNIT,PETOSKEY,MI,49770,EMMET,Non-Profit,NORTHERN MICHIGAN HOSPITAL,16,TRUE,9/1/77
232682,11,FMC - HILLSDALE,781 OLDS ST,JONESVILLE,MI,49250,HILLSDALE,Profit,FRESENIUS MEDICAL CARE,12,TRUE,10/24/12
232716,11,"OAKLAWN DIALYSIS CENTER OF ALBION, LLC",350 B DR N,ALBION,MI,49224,CALHOUN,Profit,OAKLAWN HOSPITAL,16,TRUE,10/5/16
232668,11,LIBERTY DIALYSIS AT LAKELAND - NILES,8 LONGMEADOW VILLAGE DR,NILES,MI,49120,BERRIEN,Profit,FRESENIUS MEDICAL CARE,24,TRUE,10/7/05
232570,11,DAVITA PDI-HIGHLAND PARK,64 VICTOR ST,HIGHLAND PARK,MI,48203,WAYNE,Profit,DAVITA,18,TRUE,1/19/99
232711,11,DAVITA GRAND BLANC HOME TRAINING,8195 S SAGINAW ST,GRAND BLANC,MI,48439,GENESEE,Profit,DAVITA,0,FALSE,8/26/16
232588,11,DAVITA PDI-GRAND RAPIDS EAST,1230 EKHART ST NE,GRAND RAPIDS,MI,49503,KENT,Profit,DAVITA,25,TRUE,1/25/01
232551,11,DAVITA BRIGHTON DIALYSIS,7960 GRAND RIVER RD STE 210,BRIGHTON,MI,48114,LIVINGSTON,Profit,DAVITA,13,TRUE,5/14/97
232632,11,DAVITA CHELSEA DIALYSIS,1620 COMMERCE PARK DR,CHELSEA,MI,48118,WASHTENAW,Profit,DAVITA,8,TRUE,12/11/06
232647,11,DAVITA CLINTON TOWNSHIP DIALYSIS,15918 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038,MACOMB,Profit,DAVITA,16,TRUE,6/13/08
232531,11,DAVITA BAY CITY DIALYSIS,3170 PROFESSIONAL CT,BAY CITY,MI,48706,BAY,Profit,DAVITA,16,TRUE,10/13/93
232511,11,DAVITA NORTH OAKLAND DIALYSIS,450 N TELEGRAPH RD STE 600,PONTIAC,MI,48341,OAKLAND,Profit,DAVITA,36,TRUE,10/14/88
232617,11,DAVITA BATTLE CREEK DIALYSIS,220 GOODALE AVE E STE B,BATTLE CREEK,MI,49037,CALHOUN,Profit,DAVITA,20,TRUE,11/1/77
232568,11,DAVITA YPSILANTI DIALYSIS,2766 WASHTENAW RD,YPSILANTI,MI,48197,WASHTENAW,Profit,DAVITA,16,TRUE,12/4/98
232694,11,"DEARBORN KIDNEY CENTER, LLC",5111 AUTO CLUB DR,DEARBORN,MI,48126,WAYNE,Profit,AMERICAN RENAL ASSOCIATES,16,TRUE,8/15/14
232584,11,DAVITA PDI-CADIEUX,6150 CADIEUX RD,DETROIT,MI,48224,WAYNE,Profit,DAVITA,26,TRUE,3/1/00
232713,11,DAVITA PARTRIDGE CREEK AT HOME,46360 GRATIOT AVE,CHESTERFIELD,MI,48051,MACOMB,Profit,DAVITA,24,TRUE,8/31/16
232729,11,"FMS BEAUMONT HEALTH, LLC",23231 JOHN R ROAD,HAZEL PARK,MI,48030,OAKLAND,Profit,FRESENIUS MEDICAL CARE,18,TRUE,9/26/18
232547,11,FMC - BATTLE CREEK SOUTH,2845 CAPITAL AVE SW STE 104,BATTLE CREEK,MI,49015,CALHOUN,Profit,FRESENIUS MEDICAL CARE,17,TRUE,3/14/96
