Provider Number,Network,Facility Name,Address Line 1,City,State,Zip,County,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Certification or Recertification Date
112882,6,"USRC VOLDOSTA HOME PROGRAM, LLC",3564 N. CROSSING CIRCLE,VALDOSTA,GA,31602,LOWNDES,Profit,"US RENAL CARE, INC.",1,FALSE,4/16/14
112781,6,FMCNA DIALYSIS SERVICES OF DECATUR,2721 IRWIN WAY,DECATUR,GA,30030,DEKALB,Profit,FRESENIUS MEDICAL CARE,21,TRUE,11/1/06
112828,6,DAVITA CONYERS DIALYSIS,1501 MILSTEAD RD NE,CONYERS,GA,30012,ROCKDALE,Profit,DAVITA,13,TRUE,3/16/10
112694,6,FMC DOUGLAS COUNTY,4645 TIMBER RIDGE ROAD,DOUGLASVILLE,GA,30135,DOUGLAS,Profit,FRESENIUS MEDICAL CARE,17,TRUE,5/23/01
112513,6,DAVITA ATHENS WEST DIALYSIS,1747 LANGFORD DRIVE,WATKINSVILLE,GA,30677,OCONEE,Profit,DAVITA,38,TRUE,7/18/77
112847,6,ELLENWOOD DIALYSIS CENTER,209 BENNETTE BLVD,ELLENWOOD,GA,30294,CLAYTON,Profit,INDEPENDENT,16,TRUE,2/2/12
112755,6,"FRESENIUS MEDICAL CARE LOGANVILLE, LLC",3431 HWY 81 S,LOGANVILLE,GA,30052,WALTON,Profit,FRESENIUS MEDICAL CARE,16,TRUE,12/2/05
112602,6,DAVITA EAST MACON DIALYSIS CENTER,165 EMERY HIGHWAY SUITE 101,MACON,GA,31217,BIBB,Profit,DAVITA,24,TRUE,11/15/00
112817,6,DAVITA SATILLA RIVER DIALYSIS,308 CARSWELL AVE,WAYCROSS,GA,31501,WARE,Profit,DAVITA,16,TRUE,8/11/09
112765,6,DAVITA NORTHWEST GEORGIA DIALYSIS,260 HOSPITAL ROAD,CANTON,GA,30114,CHEROKEE,Profit,DAVITA,19,TRUE,4/5/06
112559,6,DAVITA FORT VALLEY DIALYSIS CENTER,557 BLUEBIRD BLVD,FORT VALLEY,GA,31030,PEACH,Profit,DAVITA,13,TRUE,7/10/89
112862,6,"FRESENIUS MEDICAL CARE BERKELEY LAKE, LLC",3870 PEACHTREE INDUSTRIAL BOULEVARD NW,DULUTH,GA,30096,GWINNETT,Profit,FRESENIUS MEDICAL CARE,20,TRUE,1/31/13
112658,6,FMC DIALYSIS CENTER SNAPFINGER,5250 SNAPFINGER PARK DRIVE,DECATUR,GA,30035,UNKNOWN,Profit,FRESENIUS MEDICAL CARE,21,TRUE,2/3/99
112822,6,HAPEVILLE DIALYSIS CENTER,800 VIRGINIA AVE,HAPEVILLE,GA,30354,FULTON,Profit,INDEPENDENT,18,TRUE,12/29/09
112869,6,DAVITA COLUMBUS HOME TRAINING (PD/HHD),1200 BROOKSTONE CENTRE PARKWAY,COLUMBUS,GA,31904,MUSCOGEE,Profit,DAVITA,0,FALSE,6/6/13
112741,6,DAVITA GROVEPARK DIALYSIS,794 MCDONOUGH ROAD,JACKSON,GA,30233,BUTTS,Profit,DAVITA,12,TRUE,5/28/04
112515,6,DAVITA OAK STREET DIALYSIS,2704 N OAK STREET BUILDING H,VALDOSTA,GA,31602,LOWNDES,Profit,DAVITA,23,TRUE,9/26/77
112700,6,DSI WOODSTOCK RENAL CENTER,2001 PROFESSIONAL PARKWAY,WOODSTOCK,GA,30188,CHEROKEE,Profit,"US RENAL CARE, INC.",15,TRUE,7/2/02
112540,6,FMC THOMSON DIALYSIS,1020 WEST HILL STREET,THOMSON,GA,30824,MCDUFFIE,Profit,FRESENIUS MEDICAL CARE,31,TRUE,8/11/86
112885,6,DAVITA SUMTER COUNTY DIALYSIS,1432 E FORSYTH ST,AMERICUS,GA,31709,SUMTER,Profit,DAVITA,12,TRUE,7/17/14
112835,6,FMC HONEY CREEK,1901 HONEY CREEK COMMONS,CONYERS,GA,30013,ROCKDALE,Profit,FRESENIUS MEDICAL CARE,21,TRUE,10/13/10
112850,6,"RELIANT RENAL CARE GEORGIA, LLC",1720 POWDER SPRINGS RD,MARIETTA,GA,30064,COBB,Profit,FRESENIUS MEDICAL CARE,17,TRUE,5/23/12
112777,6,DAVITA MOUNTAIN PARK DIALYSIS,5235 MEMORIAL DRIVE,STONE MOUNTAIN,GA,30083,UNKNOWN,Profit,DAVITA,12,TRUE,12/21/06
112596,6,DAVITA SOUTHERN LANE DIALYSIS,1840 SOUTHERN LANE,DECATUR,GA,30033,UNKNOWN,Profit,DAVITA,16,TRUE,4/18/94
112799,6,SOUTH HENRY DIALYSIS CENTER,1095 HENRY PARKWAY CONNECTOR,MCDONOUGH,GA,30252,HENRY,Profit,INDEPENDENT,16,TRUE,7/2/08
112530,6,COLUMBUS HOME DIALYSIS,2821 WARM SPRINGS ROAD,COLUMBUS,GA,31904,MUSCOGEE,Non-Profit,"DIALYSIS CLINIC, INC.",27,FALSE,8/15/83
112624,6,DAVITA CANDLER COUNTY DIALYSIS,325 CEDAR ROAD,METTER,GA,30439,CANDLER,Profit,DAVITA,20,TRUE,9/1/76
112892,6,DAVITA LOCUST GROVE DIALYSIS,521 STANLEY K. TANGER BLVD.,LOCUST GROVE,GA,30248,HENRY,Profit,DAVITA,12,TRUE,12/30/14
112572,6,DAVITA EAST COBB DIALYSIS,4880 LOWER ROSWELL RD,MARIETTA,GA,30068,COBB,Profit,DAVITA,13,TRUE,6/24/15
112651,6,DAVITA MCDONOUGH DIALYSIS CENTER,114 DUNN STREET,MCDONOUGH,GA,30253,HENRY,Profit,DAVITA,24,TRUE,9/14/98
112745,6,DAVITA LAKE HEARN DIALYSIS,1150 LAKE HEARN DRIVE,ATLANTA,GA,30342,FULTON,Profit,DAVITA,20,TRUE,2/2/05
112685,6,US RENAL CARE MURRAY COUNTY DIALYSIS,108 HOSPITAL DRIVE,CHATSWORTH,GA,30705,MURRAY,Profit,"US RENAL CARE, INC.",10,TRUE,9/13/00
112897,6,"FRESENIUS MEDICAL CARE JONESBORO, LLC",8060 SUMMIT BUSINESS PARKWAY,JONESBORO,GA,30236,CLAYTON,Profit,FRESENIUS MEDICAL CARE,16,TRUE,2/20/15
112523,6,DAVITA SOUTHWEST ATLANTA DIALYSIS CENTER,3620 MARTIN LUTHER KING JR DRIVE SW,ATLANTA,GA,30331,FULTON,Profit,DAVITA,34,TRUE,6/24/81
112890,6,"INNOVATIVE HOME DIALYSIS OF GEORGIA, LLC",3753 MARIETTA HIGHWAY,CANTON,GA,30114,CHEROKEE,Profit,"US RENAL CARE, INC.",1,FALSE,7/22/14
112571,6,DAVITA MILLEDGEVILLE DIALYSIS,400 SOUTH WAYNE STREET,MILLEDGEVILLE,GA,31061,BALDWIN,Profit,DAVITA,12,TRUE,10/18/90
112677,6,DCI ATLANTA HOME DIALYSIS,120 PIEDMONT AVENUE STE 300,ATLANTA,GA,30303,FULTON,Non-Profit,"DIALYSIS CLINIC, INC.",0,FALSE,2/29/00
112836,6,RAI CARE CENTERS OF STOCKBRIDGE,500 EAGLES LANDING PKWY,STOCKBRIDGE,GA,30281,HENRY,Profit,FRESENIUS MEDICAL CARE,21,TRUE,11/4/10
112858,6,DAVITA TROUP COUNTY DIALYSIS,140 GLENN BASS ROAD,LAGRANGE,GA,30240,TROUP,Profit,DAVITA,33,TRUE,3/1/12
112772,6,FMCNA VILLA RICA,130 PROSPECTOR DR,VILLA RICA,GA,30180,CARROLL,Profit,FRESENIUS MEDICAL CARE,16,TRUE,8/9/06
112855,6,DAVITA MCDUFFIE DIALYSIS,621 MCNEIL CIRCLE,THOMSON,GA,30824,MCDUFFIE,Profit,DAVITA,17,TRUE,9/20/12
112706,6,DAVITA SWEETWATER DIALYSIS,7117 S SWEETWATER ROAD,LITHIA SPRINGS,GA,30122,DOUGLAS,Profit,DAVITA,17,TRUE,12/21/01
112553,6,DAVITA EASTLAKE DIALYSIS,1757 CANDLER ROAD SE,DECATUR,GA,30032,UNKNOWN,Profit,DAVITA,20,TRUE,9/6/88
112321,6,ARCHBOLD HOME DIALYSIS,708 SOUTH BROAD STREET,THOMASVILLE,GA,31792,THOMAS,Non-Profit,INDEPENDENT,4,TRUE,8/25/16
112766,6,FMC BULLOCH COUNTY,1355 BRAMPTON AVE,STATESBORO,GA,30458,BULLOCH,Profit,FRESENIUS MEDICAL CARE,21,TRUE,4/5/06
112622,6,RCG LAWRENCEVILLE,350 PHILIP BLVD NW,LAWRENCEVILLE,GA,30045,GWINNETT,Profit,FRESENIUS MEDICAL CARE,17,TRUE,3/11/96
112807,6,DAVITA ARBOR PLACE DIALYSIS,9559 HIGHWAY 5 STE #1,DOUGLASVILLE,GA,30135,DOUGLAS,Profit,DAVITA,12,TRUE,2/5/09
112631,6,DAVITA ABERCORN DIALYSIS,11706 MERCY BLVD,SAVANNAH,GA,31419,CHATHAM,Profit,DAVITA,12,TRUE,1/17/97
112754,6,DSI MACON HEMLOCK DIALYSIS,657 HEMLOCK ST STE 100,MACON,GA,31201,BIBB,Profit,"US RENAL CARE, INC.",22,TRUE,12/22/05
112870,6,DAVITA MCFARLAND DIALYSIS,6225 ATLANTA HIGHWAY,ALPHARETTA,GA,30004,FULTON,Profit,DAVITA,12,TRUE,6/25/13
112795,6,"BIOMEDICAL APPLICATIONS OF GEORGIA, INC",12541 HIGHWAY 27,SUMMERVILLE,GA,30747,CHATTOOGA,Profit,INDEPENDENT,17,TRUE,11/1/17
112726,6,DSI MONTICELLO DIALYSIS,1393 FUNDERBURG DRIVE,MONTICELLO,GA,31064,JASPER,Profit,"US RENAL CARE, INC.",12,TRUE,8/27/02
112578,6,DAVITA BUCKHEAD DIALYSIS,1575 NORTHSIDE DRIVE NE,ATLANTA,GA,30318,FULTON,Profit,DAVITA,17,TRUE,5/11/92
112800,6,FRESENIUS MEDICAL CARE HABERSHAM,735 N HISTORIC HWY 441,DEMOREST,GA,30535,HABERSHAM,Profit,FRESENIUS MEDICAL CARE,11,TRUE,7/15/08
112558,6,DAVITA ST. MARY'S DIALYSIS,2714 OSBORNE RD,SAINT MARYS,GA,31558,CAMDEN,Profit,DAVITA,16,TRUE,5/19/89
112637,6,DCI FAYETTEVILLE,155 BRANDYWINE BOULEVARD,FAYETTEVILLE,GA,30214,FAYETTE,Non-Profit,"DIALYSIS CLINIC, INC.",23,TRUE,7/7/97
112516,6,DSI MACON DIALYSIS,280 CLINTON ST,MACON,GA,31217,BIBB,Profit,"US RENAL CARE, INC.",20,TRUE,11/2/78
112721,6,FMC DIALYSIS SERVICES WOODSTOCK,110 LONDONDERRY COURT,WOODSTOCK,GA,30188,CHEROKEE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,7/3/02
112827,6,NEPHRON CORPORATION,2290 OAK ROAD,SNELLVILLE,GA,30078,GWINNETT,Profit,INDEPENDENT,15,TRUE,2/23/10
112659,6,FRESENIUS MEDICAL CARE HENRY COUNTY,"1365 ROCK QUARRY ROAD, ST 100",STOCKBRIDGE,GA,30281,HENRY,Profit,FRESENIUS MEDICAL CARE,21,TRUE,2/11/99
112861,6,"DSI CONYERS, LLC",1927 HIGHWAY 138 NORTH,CONYERS,GA,30013,ROCKDALE,Profit,"US RENAL CARE, INC.",13,TRUE,2/1/13
112832,6,DSI MACON PINE STREET DIALYSIS,745 PINE STREET,MACON,GA,31210,BIBB,Profit,"US RENAL CARE, INC.",18,TRUE,6/18/10
112505,6,DAVITA ROME DIALYSIS,15 JOHN MADDOX DRIVE,ROME,GA,30165,FLOYD,Profit,DAVITA,23,TRUE,9/1/76
112877,6,DAVITA TRI COUNTY DIALYSIS,2540 FLAT SHOALS ROAD,ATLANTA,GA,30349,FULTON,Profit,DAVITA,17,TRUE,12/23/13
112842,6,DAVITA MID ATLANTA HOME DIALYSIS,"418 DECATUR ST SE, STE B",ATLANTA,GA,30312,FULTON,Profit,DAVITA,5,FALSE,7/21/11
112587,6,DCI EAST ALBANY,1314 RADIUM SPRINGS RD,ALBANY,GA,31705,DOUGHERTY,Non-Profit,"DIALYSIS CLINIC, INC.",20,TRUE,8/18/93
112786,6,FRESENIUS MEDICAL CARE RIVER CITY,2443 BROOKSTONE CENTER PARKWAY,COLUMBUS,GA,31904,MUSCOGEE,Profit,FRESENIUS MEDICAL CARE,17,TRUE,11/7/07
112610,6,DCI LAFAYETTE,614 PATTERSON ROAD,LA FAYETTE,GA,30728,WALKER,Non-Profit,"DIALYSIS CLINIC, INC.",16,TRUE,6/2/95
112866,6,DAVITA TURNER HILL DIALYSIS,7301 STONECREST CONCOURSE,LITHONIA,GA,30038,UNKNOWN,Profit,DAVITA,20,TRUE,5/2/13
112612,6,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC",857 CURTIS PKWY SE,CALHOUN,GA,30701,GORDON,Non-Profit,INDEPENDENT,12,TRUE,9/2/15
112791,6,NRA - VALDOSTA (NORTH) GEORGIA,4358 KINGS WAY,VALDOSTA,GA,31602,LOWNDES,Profit,FRESENIUS MEDICAL CARE,17,TRUE,1/23/08
112789,6,DAVITA ATHENS EAST DIALYSIS,"2026 S MILLEDGE AVE, STREET A2",ATHENS,GA,30605,CLARKE,Profit,DAVITA,19,TRUE,12/21/07
112671,6,DAVITA NEPHROLOGY CENTER OF SOUTH AUGUSTA,1631 GORDON HWY,AUGUSTA,GA,30906,RICHMOND,Profit,DAVITA,19,TRUE,10/27/99
112865,6,RENAL CAREPARTNERS OF GRIFFIN LLC,1837 WEST MCINTOSH ROAD,GRIFFIN,GA,30223,SPALDING,Profit,"US RENAL CARE, INC.",17,TRUE,3/20/13
112563,6,FMC TUCKER,4845 LAVISTA ROAD,TUCKER,GA,30084,UNKNOWN,Profit,FRESENIUS MEDICAL CARE,16,TRUE,11/2/89
113501,6,DECATUR COUNTY DIALYSIS CENTER,700 GORDON AVENUE,BAINBRIDGE,GA,39819,DECATUR,Non-Profit,INDEPENDENT,19,TRUE,10/14/85
112733,6,US RENAL CARE ADEL DIALYSIS,701 NORTH HUTCHINSON AVE,ADEL,GA,31620,COOK,Profit,"US RENAL CARE, INC.",21,TRUE,6/4/03
112715,6,DAVITA EAST DEKALB DIALYSIS,"2853 CANDLER ROAD, SUITE 203",DECATUR,GA,30034,UNKNOWN,Profit,DAVITA,16,TRUE,2/6/02
112601,6,RCG THOMASVILLE,300 W JACKSON STREET,THOMASVILLE,GA,31792,THOMAS,Profit,FRESENIUS MEDICAL CARE,16,TRUE,1/1/95
112881,6,DAVITA MERIWETHER GREENVILLE DIALYSIS,4130 WHITEHOUSE PKWY,WARM SPRINGS,GA,31830,MERIWETHER,Profit,DAVITA,11,TRUE,4/22/14
112510,6,BMA OF MARIETTA INC,1277 KENNESTONE CIRCLE,MARIETTA,GA,30066,COBB,Profit,FRESENIUS MEDICAL CARE,25,TRUE,9/1/76
112831,6,DAVITA MAGNOLIA OAKS DIALYSIS,2377 HWY 196 WEST,HINESVILLE,GA,31313,LIBERTY,Profit,DAVITA,15,TRUE,6/9/10
112782,6,FMCNA SANDY SPRINGS,7840 ROSWELL RD BLDG 200 STE 210,ATLANTA,GA,30350,FULTON,Profit,FRESENIUS MEDICAL CARE,21,TRUE,12/12/06
112693,6,GAINESVILLE DIALYSIS,2545 FLINTRIDGE ROAD,GAINESVILLE,GA,30501,HALL,Profit,DAVITA,17,TRUE,5/9/01
112620,6,DAVITA DIALYSIS CENTER OF MIDDLE GEORGIA-WARNER ROBINS,509 NORTH HOUSTON RD,WARNER ROBINS,GA,31093,HOUSTON,Profit,DAVITA,12,TRUE,3/22/96
112846,6,LAKE OCONEE DIALYSIS,"1000 COWLES CLINIC WAY, SUITE S-100",GREENSBORO,GA,30642,GREENE,Profit,AMERICAN RENAL ASSOCIATES,13,TRUE,12/22/11
112649,6,NEPHROLOGY CENTERS OF AMERICA LOUISVILLE,817 PEACHTREE STREET,LOUISVILLE,GA,30434,JEFFERSON,Profit,AMERICAN RENAL ASSOCIATES,21,TRUE,8/7/98
112752,6,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC",172 THREE RIVERS DRIVE NE,ROME,GA,30161,FLOYD,Profit,FRESENIUS MEDICAL CARE,22,TRUE,9/8/05
112576,6,DCI DAWSON,806 FORREST DRIVE,DAWSON,GA,39842,TERRELL,Non-Profit,"DIALYSIS CLINIC, INC.",19,TRUE,7/24/91
112823,6,EMORY DIALYSIS LLC,2841 GREENBRIAR PKWY SW,ATLANTA,GA,30331,FULTON,Non-Profit,INDEPENDENT,26,TRUE,2/4/10
112668,6,FMC DIALYSIS SERVICES SOUTH COBB,1886 STALLION PARKWAY,AUSTELL,GA,30106,COBB,Profit,FRESENIUS MEDICAL CARE,30,TRUE,10/19/99
112676,6,FMC MUSCOGEE COUNTY,1851 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31904,MUSCOGEE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,1/12/00
112720,6,FMC NEW BAILIE,1717 WALTON WAY,AUGUSTA,GA,30904,RICHMOND,Profit,FRESENIUS MEDICAL CARE,29,TRUE,3/1/02
112528,6,DAVITA AMERICUS DIALYSIS,227 N LEE STREET,AMERICUS,GA,31709,SUMTER,Profit,DAVITA,19,TRUE,2/11/83
112541,6,FRESENIUS MEDICAL CARE TOCCOA,929 FALLS ROAD,TOCCOA,GA,30577,STEPHENS,Profit,FRESENIUS MEDICAL CARE,17,TRUE,8/18/86
112886,6,"ATHENS RENAL CENTER, LLC",2047 PRINCE AVENUE,ATHENS,GA,30606,CLARKE,Profit,AMERICAN RENAL ASSOCIATES,17,TRUE,6/26/14
112891,6,DAVITA SAVANNAH RIVERSIDE AT HOME,540 E OGLETHORPE AVE,SAVANNAH,GA,31401,CHATHAM,Profit,DAVITA,16,TRUE,12/9/14
112712,6,"FRESENIUS MEDICAL CARE HONEYCREEK DIALYSIS, LLC",11415 BROWN BRIDGE ROAD,COVINGTON,GA,30016,NEWTON,Profit,FRESENIUS MEDICAL CARE,11,TRUE,4/10/02
112683,6,DAVITA PERRY DIALYSIS CENTER,D/B/A PERRY DIALYSIS CENTER,PERRY,GA,31069,HOUSTON,Profit,DAVITA,11,TRUE,8/4/00
112851,6,DAVITA BUCKHEAD HOME TRAINING,"1575 NORTHSIDE DR, NW",ATLANTA,GA,30318,FULTON,Profit,DAVITA,4,FALSE,6/26/12
112776,6,US RENAL CARE GRAY DIALYSIS,1002 BOULDER DRIVE,GRAY,GA,31032,JONES,Profit,"US RENAL CARE, INC.",18,TRUE,12/20/06
112595,6,FMC LAWRENCEVILLE,595 HURRICANE SHOALS RD NW,LAWRENCEVILLE,GA,30046,GWINNETT,Profit,FRESENIUS MEDICAL CARE,0,FALSE,7/30/15
112857,6,DAVITA VALDOSTA HOME TRAINING,401 NORTHSIDE DRIVE,VALDOSTA,GA,31602,LOWNDES,Profit,DAVITA,3,FALSE,9/5/12
112738,6,FMCNA OF NORTH COBB,1392 BELLS FERRY ROAD,MARIETTA,GA,30066,COBB,Profit,FRESENIUS MEDICAL CARE,24,TRUE,2/4/04
112643,6,DAVITA ATLANTA WEST DIALYSIS,2538 MARTIN LUTHER KING JR DRIVE SW,ATLANTA,GA,30311,FULTON,Profit,DAVITA,20,TRUE,11/10/97
112630,6,DCI SYLVESTER,102 PINEVIEW DRIVE,SYLVESTER,GA,31791,WORTH,Non-Profit,"DIALYSIS CLINIC, INC.",12,TRUE,10/23/96
112699,6,US RENAL CARE OF CENTRAL VALDOSTA,506 NORTH PATTERSON STREET,VALDOSTA,GA,31601,LOWNDES,Profit,"US RENAL CARE, INC.",18,TRUE,10/4/01
112813,6,DAVITA SHAMROCK DIALYSIS,1016 CLAXTON DAIRY ROAD STE 1A,DUBLIN,GA,31021,LAURENS,Profit,DAVITA,16,TRUE,12/23/08
112841,6,DAVITA MCAFFEE DIALYSIS,1987 CANDLER RD SUITE C,DECATUR,GA,30032,UNKNOWN,Profit,DAVITA,16,TRUE,4/20/11
112760,6,DAVITA BUFORD DIALYSIS,1550 BUFORD HWY STE 1E,BUFORD,GA,30518,GWINNETT,Profit,DAVITA,21,TRUE,12/22/05
112796,6,DAVITA CORDELE DIALYSIS CENTER,1013 EAST 16TH AVE,CORDELE,GA,31015,CRISP,Profit,DAVITA,17,TRUE,3/26/08
112818,6,COMMERCE KIDNEY CENTER,592 RIDGE WAY RD STE A.,COMMERCE,GA,30529,JACKSON,Profit,DAVITA,13,TRUE,6/24/09
112761,6,FMS LAWRENCEVILLE,1115 HERRINGTON ROAD,LAWRENCEVILLE,GA,30044,GWINNETT,Profit,FRESENIUS MEDICAL CARE,17,TRUE,1/31/06
852525,6,DAVITA TARA BOULEVARD DIALYSIS,6540 TARA BLVD,JONESBORO,GA,30236,CLAYTON,Profit,DAVITA,20,TRUE,6/14/17
852562,6,"RCO OF NEWNAN, LLC","2680 HWY 34 EAST, SUITE B",NEWNAN,GA,30265,COWETA,Profit,RENAL CARE PARTNERS,3,FALSE,7/17/19
852558,6,BIO-MEDICAL APPLICATIONS OF GEORGIA INC,130 PARKWOOD CIRCLE,CARROLLTON,GA,30117,CARROLL,Profit,FRESENIUS MEDICAL CARE,11,TRUE,3/20/19
852546,6,DAVITA MACLAND DIALYSIS,4110 AUSTELL POWDER SPRINGS RD,POWDER SPRINGS,GA,30127,COBB,Profit,DAVITA,17,TRUE,7/3/18
852502,6,VERITAS DIALYSIS,5329 MEMORIAL DRIVE,STONE MOUNTAIN,GA,30083,UNKNOWN,Profit,INDEPENDENT,20,TRUE,12/2/15
852530,6,MACON EASTSIDE DIALYSIS CENTER,640 NORTH AVENUE,MACON,GA,31211,BIBB,Profit,AMERICAN RENAL ASSOCIATES,16,TRUE,12/5/17
852507,6,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",3602 MARATHON CIRCLE,AUSTELL,GA,30106,COBB,Profit,FRESENIUS MEDICAL CARE,17,TRUE,4/6/16
852535,6,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC",4455 STONE MOUNTAIN HWY,LILBURN,GA,30047,GWINNETT,Profit,FRESENIUS MEDICAL CARE,21,TRUE,1/24/18
852547,6,DAVITA COWAN LAKE DIALYSIS,1950 HONEY CREEK COMMONS SE,CONYERS,GA,30094,ROCKDALE,Profit,DAVITA,13,TRUE,8/28/18
852531,6,"DIALYSIS CENTER OF FORSYTH, LLC",120 NORTH LEE STREET,FORSYTH,GA,31029,MONROE,Profit,AMERICAN RENAL ASSOCIATES,17,TRUE,11/7/17
852520,6,DAVITA TOWN PARK DIALYSIS,401 TOWN PARK BLVD,EVANS,GA,30809,COLUMBIA,Profit,DAVITA,16,TRUE,10/26/16
852540,6,DAVITA CAMILLA DIALYSIS,251 HIGHWAY 19 N,CAMILLA,GA,31730,MITCHELL,Profit,DAVITA,19,TRUE,11/1/17
852552,6,NCP MCDONOUGH,50 KELLY ROAD,MCDONOUGH,GA,30253,HENRY,Profit,NEPHROLOGY CARE PARTNERS,13,TRUE,10/3/18
852516,6,FRESENIUS KIDNEY CARE COLUMBUS HOME,711 TALBOTTEN ROAD,COLUMBUS,GA,31904,MUSCOGEE,Profit,FRESENIUS MEDICAL CARE,0,FALSE,8/8/16
852568,6,WINDERMERE DIALYSIS,3015 THE COMMONS DRIVE,CUMMING,GA,30041,FORSYTH,Profit,"CYPREMORT DIALYSIS, LLC",13,TRUE,1/24/20
852526,6,DAVITA NORTHEAST GEORGIA HOME TRAINING (PD),"1485 JESSE JEWELL PARKWAY, NE",GAINESVILLE,GA,30501,HALL,Profit,DAVITA,1,FALSE,6/16/17
852511,6,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",5694A OGEECHEE ROAD,SAVANNAH,GA,31405,CHATHAM,Profit,FRESENIUS MEDICAL CARE,19,TRUE,6/1/16
852563,6,FRESENIUS KIDNEY CARE NORTH FORSYTH,3530 ROWE LANE,CUMMING,GA,30041,FORSYTH,Profit,FRESENIUS MEDICAL CARE,11,TRUE,8/23/19
852541,6,DAVITA CAIRO DIALYSIS,1182 5TH ST. SE,CAIRO,GA,39828,GRADY,Profit,DAVITA,13,TRUE,11/1/17
852543,6,DAVITA EAGLES LANDING DIALYSIS,270 VILLAGE CENTER PKWY,STOCKBRIDGE,GA,30281,HENRY,Profit,DAVITA,16,TRUE,5/1/18
852519,6,DAVITA ALBANY DIALYSIS,244 CORDELE RD,ALBANY,GA,31705,DOUGHERTY,Profit,DAVITA,13,TRUE,11/9/16
852559,6,FRESENIUS KIDNEY CARE EAST MARIETTA,2060 LOWER ROSWELL RD,MARIETTA,GA,30068,COBB,Profit,FRESENIUS MEDICAL CARE,17,TRUE,3/20/19
852534,6,DAVITA ROCKBRIDGE DIALYSIS,8032 ROCKBRIDGE ROAD,LITHONIA,GA,30058,UNKNOWN,Profit,DAVITA,13,TRUE,2/27/18
852514,6,DAVITA BRASELTON DIALYSIS,1241 FRIENDSHIP RD,BRASELTON,GA,30517,JACKSON,Profit,DAVITA,13,TRUE,8/17/16
852501,6,DAVITA SOUTHWEST ATLANTA HOME TRAINING,3201 ATLANTA INDUSTRIAL PARKWAY NORTHWEST,ATLANTA,GA,30331,FULTON,Profit,DAVITA,0,FALSE,12/4/15
852567,6,DAVITA FAIRBURN PALMETTO DIALYSIS,501 WALNUT WAY,PALMETTO,GA,30268,FULTON,Profit,DAVITA,17,TRUE,12/13/19
852551,6,DAVITA DULUTH DIALYSIS,"3170 PEACHTREE INDUSTRIAL BLVD, STE 100",DULUTH,GA,30097,GWINNETT,Profit,DAVITA,13,TRUE,9/5/18
852505,6,NCG BARROW LLC,655 EXCHANGE CIRCLE,BETHLEHEM,GA,30620,BARROW,Profit,INDEPENDENT,3,FALSE,2/17/16
852538,6,DAVITA JESSE JEWELL DIALYSIS,1475 JESSE JEWELL PKWY NE,GAINESVILLE,GA,30501,HALL,Profit,DAVITA,13,TRUE,3/21/18
852510,6,DAVITA CHAPEL WOODS DIALYSIS,"2460 WESLEY CHAPEL RD, STE 25D",DECATUR,GA,30035,UNKNOWN,Profit,DAVITA,17,TRUE,5/24/16
852550,6,"DUBLIN KIDNEY INSTITUTE, LLC",207 INDUSTRIAL BLVD,DUBLIN,GA,31021,LAURENS,Profit,INDEPENDENT,1,FALSE,9/20/18
852523,6,PURE LIFE RENAL OF PERIMETER,6160 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30328,FULTON,Profit,INDEPENDENT,17,TRUE,4/18/17
852555,6,DAVITA QUITMAN DIALYSIS,101 E. DAVIS ST,QUITMAN,GA,31643,BROOKS,Profit,DAVITA,12,TRUE,11/1/17
852528,6,"DIALYSIS CLINIC, INC. - EAST COLUMBUS",5990 WARM SPRINGS ROAD,COLUMBUS,GA,31909,MUSCOGEE,Profit,"DIALYSIS CLINIC, INC.",24,TRUE,8/28/17
852509,6,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC",65 FRANCIS WAY,SHARPSBURG,GA,30277,COWETA,Profit,FRESENIUS MEDICAL CARE,12,TRUE,3/10/16
852512,6,"DIALYSIS CLINIC, INC.",240 PONCE DE LEON AVE NE,ATLANTA,GA,30308,FULTON,Profit,"DIALYSIS CLINIC, INC.",26,TRUE,7/11/16
852560,6,DAVITA POPLAR DIALYSIS,2301 NEWNAN CROSSING BOULEVARD EAST,NEWNAN,GA,30265,COWETA,Profit,DAVITA,13,TRUE,4/18/19
852542,6,DAVITA RED HILLS DIALYSIS,201 OLD ALBANY RD,THOMASVILLE,GA,31792,THOMAS,Profit,DAVITA,41,TRUE,11/1/17
852533,6,FRESENIUS MEDICAL CARE STONECREST,8455 MALL PKWY,LITHONIA,GA,30038,UNKNOWN,Profit,FRESENIUS MEDICAL CARE,12,TRUE,12/21/17
