State,Code,Type,Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Texas,DFW8,SC,"2700 Regent Boulevard"," DFW Airport",TX,75261,32.932083,-97.026254,0.8,rooftop,2700,"Regent Blvd",,,Irving,TX,"Dallas County",75063,US,Dallas
Texas,DFW6,FC,"940 W Bethel Road"," Coppell",TX,75019-4424,32.957997,-97.016933,1,rooftop,940,"W Bethel Rd",,,Coppell,TX,"Dallas County",75019,US,Dallas
Texas,DFW7,FC,"700 Westport Parkway"," Fort Worth",TX,76177-4513,32.971855,-97.337776,0.8,rooftop,700,"Westport Pkwy",,,Haslet,TX,"Tarrant County",76052,US,"Tarrant County"
Texas,FTW3/4,FC,"15201 Heritage Parkway"," Fort Worth",TX,76177-2517,33.00901,-97.295178,0.87,rooftop,15201,Heritage,,,"Fort Worth",TX,"Denton County",76177,US,Tarrant
Texas,SAT1,FC,"6000 Enterprise Avenue"," Schertz",TX,78154,29.594807,-98.292277,0.6,street_center,,"Enterprise Ave",,,Schertz,TX,"Guadalupe County",78154,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,SAT5,SC,"1410 S. Callaghan Road"," San Antonio",TX,78227,29.420988,-98.597887,1,rooftop,1410,"S Callaghan Rd",,,"San Antonio",TX,"Bexar County",78227,US,"San Antonio"
Texas,XUSB,FC,"14900 Frye Road"," Fort Worth",TX,76155,32.818379,-97.04308,1,rooftop,14900,"Frye Rd",,,"Fort Worth",TX,"Tarrant County",76155,US,"Tarrant County"
Texas,HOU1,SC,"8120 Humble Westfield Road"," Humble",TX,77338,29.999833,-95.302282,1,rooftop,8120,"Humble Westfield Rd",,,Humble,TX,"Harris County",77338,US,"City of Houston"
Texas,FTW2,FC,"2701 W Bethel Rd"," Coppell",TX,75019-4424,32.951904,-97.027014,1,rooftop,2701,"W Bethel Rd",,,Coppell,TX,"Dallas County",75019,US,Dallas
Texas,FTW7,FC,"944 W. Sandy Lake Rd"," Coppell",TX,75019-3989,32.975147,-97.021498,1,rooftop,944,"W Sandy Lake Rd",,,Coppell,TX,"Dallas County",75019,US,Dallas
Texas,FTW8,FC,"3351 Balmorhea Dr.",Dallas,TX,75241,32.635864,-96.77232,0.9,rooftop,3351,"Balmorhea Dr",,,Lancaster,TX,"Dallas County",75134,US,Dallas
Texas,SAT2,FC,"1401 E McCarty Ln"," San Marcos",TX,78666,29.837857,-97.963704,1,rooftop,1401,"E McCarty Ln",,,"San Marcos",TX,"Hays County",78666,US,Capcog
Texas,HOU2,FC,"10550 Ella Blvd"," Houston",TX,77038-2324,29.936865,-95.431747,0.72,nearest_rooftop_match,10600,"Ella Blvd",,,Houston,TX,"Harris County",77038,US,Harris
Texas,HOU3,FC,"31819 Highway Blvd",Katy,TX,77449,29.837562,-95.733756,0.33,place,,,,,Katy,TX,"Harris County",77449,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,HOU7,FC,"16225 Tomball Pkwy",Houston,TX,77064,29.941841,-95.528206,1,rooftop,16225,"Tomball Pkwy",,,Houston,TX,"Harris County",77064,US,"City of Houston"
Texas,DFW5,FC,"4121 International Pkwy",Carrollton,TX,75007,33.0199,-96.850716,1,rooftop,4121,"International Pkwy",,,Carrollton,TX,"Denton County",75007,US,"City of Carrollton"
Texas,DAL2,FC,"2601 S. Airfield Dr",Irving,TX,75038,32.932083,-97.026254,0.22,nearest_rooftop_match,2700,"N Airfield Dr",,,Irving,TX,"Dallas County",75063,US,Dallas
Texas,DAL3,FC,"1301 Chalk Hill Rd",Dallas,TX,75211,32.75605,-96.905303,1,rooftop,1301,"Chalk Hill Rd",,,Dallas,TX,"Dallas County",75211,US,Dallas
Texas,FTW6,FC,"2601 W Bethel Rd",Grapevine,TX,75261,32.951904,-97.027014,0.8,rooftop,2601,"Bethel Rd",,,Coppell,TX,"Dallas County",75019,US,Dallas
Texas,ITX1,FC,"9851 Fallbrook Pines Dr #100",Houston,TX,77064,29.926861,-95.571367,1,range_interpolation,9851,"Fallbrook Dr",#,100,Houston,TX,"Harris County",77064,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,ITX2/HH02,FC,"6911 Fairbanks N",Houston,TX,77040,29.866599,-95.524712,0.87,range_interpolation,6911,Fairbanks,,,Houston,TX,"Harris County",77040,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,HOU8,FC,"10507 Harlem Rd",Richmond,TX,77407,29.662032,-95.714406,1,rooftop,10507,"Harlem Rd",,,Richmond,TX,"Fort Bend County",77407,US,"Fort Bend"
Texas,PTX1,FC,"2101 Danieldale Rd",Lancaster,TX,75134,32.63336,-96.798866,1,rooftop,2101,"Danieldale Rd",,,Lancaster,TX,"Dallas County",75134,US,Dallas
Texas,,FC,"1400 Southport Pkwy",Wilmer,TX,75172,32.622122,-96.672921,1,rooftop,1400,"Southport Pkwy",,,Wilmer,TX,"Dallas County",75172,US,Dallas
Texas,,FC,"2000 E Pecan St",Austin,TX,78660,30.435423,-97.611251,0.9,range_interpolation,2000,"Pecan St E",,,Pflugerville,TX,"Travis County",78660,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,AFW1,FC,"1511 NE Loop 820","Ft Worth",TX,76131,32.84203,-97.335204,1,range_interpolation,1511,"NE Loop 820",,,"Fort Worth",TX,"Tarrant County",76131,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,,FC,"9155 Southlink Drive",Dallas,TX,75241,32.639647,-96.74468,1,rooftop,9155,"Southlink Dr",,,Dallas,TX,"Dallas County",75241,US,Dallas
Texas,,FC,"12101 Emerald Pass Drive","El Paso",TX,79928,31.694152,-106.226241,0.5,street_center,,"Emerald Creek Dr",,,"El Paso",TX,"El Paso County",79928,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,,FC,"2000 Exchange Pkwy",Waco,TX,,31.552011,-97.1382,0.33,place,,,,,Waco,TX,"McLennan County",76701,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"FBA Prep Service",,,Tyler,TX,,32.321937,-95.302223,1,place,,,,,Tyler,TX,"Smith County",75701,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"FBA Prep Service",,,Spicewood,TX,,30.475472,-98.156407,0.9,place,,,,,Spicewood,TX,"Burnet County",78669,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"FBA Prep Service",,,Austin,TX,,30.326374,-97.771258,1,place,,,,,Austin,TX,"Travis County",73301,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,RIC1,FC,"5000 Commerce Way"," Petersburg",VA,23803,37.194732,-77.493401,1,rooftop,5000,"Commerce Way",,,"North Dinwiddie",VA,"Dinwiddie County",23803,US,"Virginia Geographic Information Network (VGIN)"
Virginia,RIC2,FC,"1901 Meadowville Technology Parkway"," Chester",VA,23836,37.351119,-77.326862,1,rooftop,1901,"Meadowville Technology Pkwy",,,Chester,VA,"Chesterfield County",23836,US,"Virginia Geographic Information Network (VGIN)"
Virginia,RIC3,SC,"1901 Meadowville Technology Parkway"," Chester",VA,23836,37.351119,-77.326862,1,rooftop,1901,"Meadowville Technology Pkwy",,,Chester,VA,"Chesterfield County",23836,US,"Virginia Geographic Information Network (VGIN)"
Virginia,RIC3,FC,"4949 Commerce Rd",Richmond,VA,,37.458453,-77.42745,1,rooftop,4949,"Commerce Rd",,,Richmond,VA,"Richmond city",23234,US,"City of Richmond"
Virginia,BWI1,FC,"45121 Global Plaza"," Sterling",VA,20166,38.986069,-77.439878,1,rooftop,45121,"Global Plz",,,Sterling,VA,"Loudoun County",20166,US,Loudoun
Virginia,BWI4,FC,"165 Business Blvd"," Clear Brook",VA,22624-1568,39.28938,-78.078664,1,rooftop,165,"Business Blvd",,,"Clear Brook",VA,"Frederick County",22624,US,"Virginia Geographic Information Network (VGIN)"
Virginia,RIC5,SC,"11600 N Lakeridge Pkwy"," Ashland",VA,23005,37.717087,-77.450079,1,rooftop,11600,"Lakeridge Pkwy",,,Ashland,VA,"Hanover County",23005,US,"Virginia Geographic Information Network (VGIN)"
Virginia,,FC,"2020 Northgate Commerce Pkwy",Suffolk,VA,23435,36.809189,-76.477704,1,rooftop,2020,"Northgate Commerce Pkwy",,,Suffolk,VA,"Suffolk city",23435,US,"Virginia Geographic Information Network (VGIN)"
Virginia,,FC,"4701 Commerce Rd",Richmond,VA,23234,37.461202,-77.427842,1,rooftop,4701,"Commerce Rd",,,Richmond,VA,"Richmond city",23234,US,"City of Richmond"
Virginia,,FC,"7000 Hardware DR","Prince George",VA,23875,37.201193,-77.278207,1,rooftop,7000,"Hardware Dr",,,"Prince George",VA,"Prince George County",23875,US,"Virginia Geographic Information Network (VGIN)"
Virginia,"FBA Prep Service",,,Lorton,VA,,38.692865,-77.204031,1,place,,,,,Lorton,VA,"Fairfax County",22079,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,BFI1,FC,"1800 140th Avenue"," E Sumner",WA,,47.241154,-122.243434,1,rooftop,1800,"140th Ave E",,,Sumner,WA,"Pierce County",98390,US,Pierce
Washington,BFI3,FC,"2700 Center Drive"," Dupont",WA,98327,47.09676,-122.63124,1,place,,,,,Dupont,WA,"Pierce County",98327,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,BFI4,SC,"21005 64th Ave S"," Kent",WA,98032,47.414393,-122.25781,1,rooftop,21005,"64th Ave S",,,Kent,WA,"King County",98032,US,King
Washington,BFI5,SC," 20526 59th Pl S",Kent,WA,,47.417326,-122.259898,1,rooftop,20526,"59th Pl S",,,Kent,WA,"King County",98032,US,King
Washington,SEA6,FC,"2646 Rainier Avenue"," South Seattle",WA,98144,47.579613,-122.296958,1,rooftop,2646,"Rainier Ave S",,,Seattle,WA,"King County",98144,US,King
Washington,SEA8,FC,"1227 124th Avenue Northeast"," Bellevue",WA,,47.622445,-122.175439,1,rooftop,1227,"124th Ave NE",,,Bellevue,WA,"King County",98005,US,King
Washington,BFI7,FC,"1800 140th Ave E"," Sumner",WA,98390,47.241154,-122.243434,1,rooftop,1800,"140th Ave E",,,Sumner,WA,"Pierce County",98390,US,Pierce
Washington,BFI6,FC,"21005 64th Ave. South",Kent,WA,98032,47.414393,-122.25781,1,rooftop,21005,"64th Ave S",,,Kent,WA,"King County",98032,US,King
Wisconsin,MKE5,SC,"11211 Burlington Road"," Kenosha",WI,53144,42.612031,-87.944337,1,rooftop,11211,"Burlington Rd",,,Kenosha,WI,"Kenosha County",53144,US,Kenosha
Wisconsin,MKE1,FC,"3501 120th Ave"," Kenosha",WI,,42.608479,-87.951036,1,rooftop,3501,"120th Ave",,,Kenosha,WI,"Kenosha County",53144,US,Kenosha
Wisconsin,"FBA Prep Service",,,Madison,WI,,43.06956,-89.423861,1,place,,,,,Madison,WI,"Dane County",53701,US,"TIGER/Line® dataset from the US Census Bureau"
Colorado,,"Whole Foods","17900 East 32nd Ave #30",Aurora,CO,80011,39.758585,-104.777663,1,rooftop,17900,"E 32nd Ave",Ste,30,Aurora,CO,"Adams County",80011,US,"City of Aurora"
Connecticut,,"Whole Foods","400 East Johnson Ave",Chesire,CT,06410,41.553173,-72.874387,1,rooftop,400,"E Johnson Ave",,,Cheshire,CT,"New Haven County",06410,US,"Connecticut Geospatial Information Systems Council"
Georgia,,"Whole Foods","211 BDC Parkway",Braselton,GA,30517,34.102359,-83.776608,1,rooftop,211,"Bdc Pkwy",,,Braselton,GA,"Jackson County",30517,US,Jackson
Illinois,,"Whole Foods","720 E 111th St",Chicago,IL,60628,41.694514,-87.603659,1,rooftop,720,"E 111th St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
Massachusetts,,"Whole Foods","15 Parker St",Gloucester,MA,01930,42.615782,-70.650704,1,rooftop,15,"Parker St",,,Gloucester,MA,"Essex County",01930,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Maryland,,"Whole Foods","1555 Cabin Branch Dr",Landover,MD,20785,38.912413,-76.903449,1,rooftop,1555,"Cabin Branch Dr",,,Hyattsville,MD,"Prince George's County",20785,US,"Prince Georges"
Maryland,,"Whole Foods","1905 Clarkson Way",Hyattsville,MD,20785,38.915957,-76.902111,1,rooftop,1905,"Clarkson Way",,,Hyattsville,MD,"Prince George's County",20785,US,"Prince Georges"
Texas,,"Whole Foods","840 Interchange Blvd",Austin,TX,78721,30.253078,-97.685046,1,rooftop,840,"Interchange Blvd",,,Austin,TX,"Travis County",78721,US,Capcog
Arizona,UAZ1/DPX1,"Prime Hub","500 S 48th St",Phoenix,AZ,85034,33.443083,-111.979149,1,rooftop,500,"S 48th St",,,Phoenix,AZ,"Maricopa County",85034,US,Maricopa
Colorado,UCO1,"Prime Hub","480 E. 55th Ave",Denver,CO,80216,39.796353,-104.98001,1,range_interpolation,480,"E 55th Ave",,,Denver,CO,"Adams County",80216,US,"TIGER/Line® dataset from the US Census Bureau"
Colorado,UCO2,"Prime Hub","3550 Frontier Ave",Boulder,CO,80301,40.022392,-105.248492,1,rooftop,3550,"Frontier Ave",,,Boulder,CO,"Boulder County",80301,US,"City of Boulder"
Florida,UFL1/DMI1,"Prime Hub","15600 NW 15th Ave","Miami Gardens",FL,33169,25.91768,-80.22605,1,rooftop,15600,"NW 15th Ave",,,Miami,FL,"Miami-Dade County",33169,US,"Miami-Dade County"
Florida,UFL2,"Prime Hub","191 NE 23rd St","Miami Gardens",FL,33137,25.799092,-80.19127,1,range_interpolation,191,"NE 23rd St",,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
Florida,UFL3,"Prime Hub","4440 East Adamo Dr #305",Tampa,FL,33605,27.952499,-82.408831,0.87,range_interpolation,4440,"State Hwy 60",#,305,Tampa,FL,"Hillsborough County",33605,US,"TIGER/Line® dataset from the US Census Bureau"
Florida,UFL4/SFL1,"Prime Hub","7469 Kingspointe Pkwy",Orlando,FL,32819,28.459025,-81.440114,1,rooftop,7469,"Kingspointe Pkwy",,,Orlando,FL,"Orange County",32819,US,"Orange County"
Florida,UFL5,"Prime Hub","4769 Oak Fair Blvd",Tampa,FL,33610,27.992535,-82.352977,1,rooftop,4769,"Oak Fair Blvd",,,Tampa,FL,"Hillsborough County",33610,US,"Hillsborough County"
Georgia,UGA1/UGA2,"Prime Hub","2302 Marietta Blv NW",Atlanta,GA,30318,33.818342,-84.451368,1,rooftop,2302,"Marietta Blvd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
Georgia,UGA3,"Prime Hub","2160 Breckenridge Blvd #100",Lawrenceville,GA,30043,33.968049,-84.082412,1,rooftop,2160,"Breckinridge Blvd",Ste,100,Lawrenceville,GA,"Gwinnett County",30043,US,Gwinnett
Illinois,UIL1,"Prime Hub","1111 N Cherry Ave",Chicago,IL,60642,41.901922,-87.652186,1,rooftop,1111,"N Cherry Ave",,,Chicago,IL,"Cook County",60642,US,"City of Chicago"
Illinois,UIL2,"Prime Hub","1250 N Mittel Blvd","Wood Dale",IL,60191,41.99027,-87.989527,1,range_interpolation,1250,"N Mittel Blvd",,,"Wood Dale",IL,"DuPage County",60191,US,"TIGER/Line® dataset from the US Census Bureau"
Indiana,UIN1,"Prime Hub","710 South Girls School Road",Indianapolis,IN,46231,39.755392,-86.29286,1,rooftop,710,"S Girls School Rd",,,Indianapolis,IN,"Marion County",46231,US,Statewide
Maryland,UMD1,"Prime Hub","5001 Holabird Ave",Baltimore,MD,21224,39.271614,-76.552116,1,range_interpolation,5001,"Holabird Ave",,,Baltimore,MD,"Baltimore city",21224,US,"TIGER/Line® dataset from the US Census Bureau"
Massachusetts,UMA3,"Prime Hub","30 Northampton St",Boston,MA,02118,42.333863,-71.076143,1,rooftop,30,"Northampton St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
Michigan,UMI1,"Prime Hub","19991 Brownstown Center Dr Bldg 9",Trenton,MI,48183,42.159635,-83.238271,1,rooftop,19991,"Brownstown Center Dr",Bldg,9,Trenton,MI,"Wayne County",48183,US,Semcog
Michigan,UMI2,"Prime Hub","999 Chicago Rd",Troy,MI,48083,42.544028,-83.114909,1,rooftop,999,"Chicago Rd",,,Troy,MI,"Oakland County",48083,US,Oakland
"New York",JFK2/JFK7,"Prime Hub","7 W 34th St","New York",NY,10001,40.74894,-73.985334,1,rooftop,7,"W 34th St",,,"New York",NY,"New York County",10001,US,"City of New York"
"New York",UNY1,"Prime Hub","501 2nd Ave",Brooklyn,NY,11232,40.660462,-74.005301,1,range_interpolation,501,"2nd Ave",,,Brooklyn,NY,"Kings County",11232,US,"TIGER/Line® dataset from the US Census Bureau"
"Nw Jersey",UNJ1,"Prime Hub","940 Monroe St",Honoken,NJ,07030,40.749334,-74.037127,1,range_interpolation,940,"Monroe St",,,Hoboken,NJ,"Hudson County",07030,US,"TIGER/Line® dataset from the US Census Bureau"
"North Carolina",UNC1,"Prime Hub","300 Dalton Ave",Charlotte,NC,28206,35.240006,-80.830993,1,rooftop,300,"Dalton Ave",,,Charlotte,NC,"Mecklenburg County",28206,US,Mecklenburg
"North Carolina",UNC2,"Prime Hub","3200 Bush St",Raleigh,NC,27609,35.82394,-78.613338,1,rooftop,3200,"Bush St",,,Raleigh,NC,"Wake County",27609,US,Wake
"North Carolina",UNC3/HCL1,"Prime Hub","4525 Statesville Rd",Charlotte,NC,28269,35.282301,-80.835621,1,rooftop,4525,"Statesville Rd",,,Charlotte,NC,"Mecklenburg County",28269,US,Mecklenburg
Ohio,UOH1,"Prime Hub","5845 Highland Ridge Dr",Cincinnati,OH,45232,39.192642,-84.498325,1,rooftop,5845,"Highland Ridge Dr",,,Cincinnati,OH,"Hamilton County",45232,US,Hamilton
Ohio,UOH2,"Prime Hub","3563 Interchange Rd",Columbus,OH,43204,39.972241,-83.100326,1,rooftop,3563,"Interchange Rd",,,Columbus,OH,"Franklin County",43204,US,Franklin
Pennsylvania,UPA1,"Prime Hub","4100 Chestnut St",Philadelphia,PA,19104,39.955609,-75.205511,1,rooftop,4100,"Chestnut St",,,Philadelphia,PA,"Philadelphia County",19104,US,Philadelphia
Tennessee,UTN1,"Prime Hub","410 Harding Industrial Dr",Nashville,TN,37211,36.092471,-86.689468,1,rooftop,410,"Harding Industrial Dr",,,Nashville,TN,"Davidson County",37211,US,"City of Nashville"
Texas,UTX1,"Prime Hub","2700 Regent Boulevard",Irving,TX,75063,32.932083,-97.026254,1,rooftop,2700,"Regent Blvd",,,Irving,TX,"Dallas County",75063,US,Dallas
Texas,UTX2,"Prime Hub","2209 B Rutland Rd",Austin,TX,78758,30.38107,-97.718033,0.9,rooftop,2209,"Rutland Dr",,,Austin,TX,"Travis County",78758,US,Capcog
Texas,UTX3,"Prime Hub","4221 Way Out West Drive #200",Houston,TX,77092,29.833858,-95.500175,0.8,nearest_rooftop_match,4213,"Way Out West Dr",#,200,Houston,TX,"Harris County",77092,US,"City of Houston"
Texas,UTX4,"Prime Hub","6627 Maple Ave",Dallas,TX,75235,32.828387,-96.845787,1,rooftop,6627,"Maple Ave",,,Dallas,TX,"Dallas County",75235,US,Dallas
Texas,UTX5,"Prime Hub","4848 Perrin Creek #680","San Antonio",TX,78217,29.526053,-98.400303,1,rooftop,4848,"Perrin Crk",Ste,680,"San Antonio",TX,"Bexar County",78217,US,"San Antonio"
Texas,UTX7/DDA3,"Prime Hub","4601 Gold Spike Dr","Ft Worth",TX,76106,32.828373,-97.354489,1,rooftop,4601,"Gold Spike Dr",,,"Fort Worth",TX,"Tarrant County",76106,US,"Tarrant County"
Virginia,UVA1/DDC3,"Prime Hub","5617 Industrial Dr Suite A",Springfield,VA,22151,38.799892,-77.168862,1,rooftop,5617,"Industrial Dr",Ste,A,Springfield,VA,"Fairfax County",22151,US,Fairfax
Virginia,UVA2,"Prime Hub","804 Greenbrier Circle",Chesapeake,VA,23320,36.791893,-76.231018,1,rooftop,804,"Greenbrier Cir",,,Chesapeake,VA,"Chesapeake city",23320,US,"City of Chesapeake"
Virginia,UVA3,"Prime Hub","2263 Dabney Rd",Richmond,VA,23230,37.583752,-77.481462,1,rooftop,2263,"Dabney Rd",,,Richmond,VA,"Henrico County",23230,US,Henrico
Georgia,XEW1/ATL7,"Inbound Cross Dock","6855 Shannon Pkwy","Union City",GA,30291,33.568769,-84.539411,1,range_interpolation,6855,"Shannon Pkwy",,,"Union City",GA,"Fulton County",30291,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,MDW2,"Inbound Cross Dock","250 Emerald Drive",Joliet,IL,60433,41.484956,-88.075027,1,rooftop,250,"Emerald Dr",,,Joliet,IL,"Will County",60433,US,Will
Indiana,IND9,"Inbound Cross Dock","1151 S Graham Rd",Greenwood,IN,46143,39.589917,-86.063616,1,range_interpolation,1151,"S Graham Rd",,,Greenwood,IN,"Johnson County",46143,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",ABE8,"Inbound Cross Dock","309 Cedar Lane",Florence,NJ,08518,40.11803,-74.795966,0.87,range_interpolation,309,"Cedar St",,,Florence,NJ,"Burlington County",08518,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",TEB9,"Inbound Cross Dock","601 Randolph Rd",Somerset,NJ,08873,40.529058,-74.556064,0.9,range_interpolation,601,"Randolph Rd",,,Somerset,NJ,"Somerset County",08873,US,"TIGER/Line® dataset from the US Census Bureau"
"North Carolina",CLT2,"Inbound Cross Dock","10240 Old Dowd Rd",Charlotte,NC,28214,35.245937,-80.996746,1,rooftop,10240,"Old Dowd Rd",,,Charlotte,NC,"Mecklenburg County",28214,US,Mecklenburg
Pennsylvania,AVP1,"Inbound Cross Dock","550 Oak Ridge Road",Hazleton,PA,18202,40.924319,-76.080888,1,range_interpolation,550,"Oak Ridge Rd",,,"Hazle Township",PA,"Luzerne County",18202,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,MEM1,"Inbound Cross Dock","3282 E Holmes Rd",Memphis,TN,38118,35.006331,-89.95379,1,range_interpolation,3282,"E Holmes Rd",,,Memphis,TN,"Shelby County",38118,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,FTW1,"Inbound Cross Dock","3333 Lyndon B Johnson Freeway",Dallas,TX,75241,32.657393,-96.736319,0.6,street_center,,"Lyndon B Johnson Fwy",,,Dallas,TX,"Dallas County",75241,US,"TIGER/Line® dataset from the US Census Bureau"
Connecticut,,"Air Gateway","100 Cargo Rd","Windsor Locks",CT,06096,41.933846,-72.660245,0.33,place,,,,,"Windsor Locks",CT,"Hartford County",06096,US,"TIGER/Line® dataset from the US Census Bureau"
Florida,KLAL,"Air Gateway","4145 Kidron Rd",Lakeland,FL,33811,27.993155,-82.031742,1,rooftop,4145,"Kidron Rd",,,Lakeland,FL,"Polk County",33811,US,"City of Lakeland"
Illinois,KRFD,"Air Gateway","5824 Kishwaukee Rd",Rockford,IL,61109,42.194704,-89.116403,1,rooftop,5824,"Kishwaukee Rd",,,Rockford,IL,"Winnebago County",61109,US,Winnebago
Maryland,KBWI,"Air Gateway","27350 Mathison Way",Baltimore,MD,21240,39.173866,-76.671519,0.23,place,,,,,Baltimore,MD,"Baltimore city",21240,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,KILN,"Air Gateway","150 Ruane Dr",Wilmington,OH,45177,39.434604,-83.780236,0.6,street_center,,"Ruane Dr",,,Wilmington,OH,"Clinton County",45177,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,KAFW,"Air Gateway","301 Intermodal Pkwy","Ft Worth",TX,76177,32.98352,-97.323793,1,rooftop,301,"Intermodal Pkwy N",,,"Fort Worth",TX,"Tarrant County",76177,US,"Tarrant County"
Virginia,KRB2,"Air Gateway","7000 Hardware Dr","Prince George",VA,23875,37.201193,-77.278207,1,rooftop,7000,"Hardware Dr",,,"Prince George",VA,"Prince George County",23875,US,"Virginia Geographic Information Network (VGIN)"
Arizona,DPX1,"Last Mile Facility","500 S 48th St",Phoenix,AZ,85034,33.443083,-111.979149,1,rooftop,500,"S 48th St",,,Phoenix,AZ,"Maricopa County",85034,US,Maricopa
Arizona,DPX3,"Last Mile Facility","550 E Elliot Rd",Chandler,AZ,85225,33.350653,-111.833679,1,rooftop,550,"E Elliot Rd",,,Chandler,AZ,"Maricopa County",85225,US,Maricopa
Arizona,DPX4,"Last Mile Facility","1516 W 17th St",Tempe,AZ,85281,33.410659,-111.964297,1,rooftop,1516,"W 17th St",,,Tempe,AZ,"Maricopa County",85281,US,Maricopa
Arizona,DPX5,"Last Mile Facility","2150 E Riverview Dr",Phoenix,AZ,85034,33.419876,-112.035513,0.9,rooftop,2150,"E Riverview Dr",,,Phoenix,AZ,"Maricopa County",85040,US,Maricopa
Arizona,SPX6,"Last Mile Facility","13995 West Lower Buckeye Rd",Goodyear,AZ,85338,33.421182,-112.358838,0.67,nearest_rooftop_match,13970,"W Lower Buckeye Rd",,,Goodyear,AZ,"Maricopa County",85338,US,Maricopa
Arizona,SPX7,"Last Mile Facility","3405 S McQueen Rd",Chandler,AZ,85286,33.276793,-111.824347,0.8,range_interpolation,3405,"S McQueen Rd",,,Chandler,AZ,"Maricopa County",85249,US,"TIGER/Line® dataset from the US Census Bureau"
Arizona,SPX8,"Last Mile Facility","7875 W Buckeye Rd Building 2",Phoenix,AZ,85043,33.435275,-112.227666,0.72,nearest_rooftop_match,7825,"W Buckeye Rd",Bldg,2,Phoenix,AZ,"Maricopa County",85043,US,Maricopa
Arizona,SAZ1/VAZ1/HPX1,"Last Mile Facility","3333 S 7th St",Phoenix,AZ,85040,33.415975,-112.06332,1,rooftop,3333,"S 7th St",,,Phoenix,AZ,"Maricopa County",85040,US,Maricopa
Arizona,DTU1,"Last Mile Facility","3841 N Hwy Dr",Tucson,AZ,85705,32.271355,-110.992051,0.33,place,,,,,Tucson,AZ,"Pima County",85705,US,"TIGER/Line® dataset from the US Census Bureau"
Arizona,DTU2,"Last Mile Facility","775 W Silverlake Rd",Tucson,AZ,85713,32.198697,-110.981906,1,rooftop,775,"W Silverlake Rd",,,Tucson,AZ,"Pima County",85713,US,Pima
Arizona,DTU3,"Last Mile Facility","2550 N Nevada St",Chandler,AZ,85225,33.342784,-111.836829,1,rooftop,2550,"N Nevada St",,,Chandler,AZ,"Maricopa County",85225,US,Maricopa
Arizona,DTU8,"Last Mile Facility","3003 S 38th St",Phoenix,AZ,85040,33.418705,-111.999612,1,range_interpolation,3003,"S 38th St",,,Phoenix,AZ,"Maricopa County",85040,US,"TIGER/Line® dataset from the US Census Bureau"
Arizona,HTC1,"Last Mile Facility","5990 S Country Club Rd",Tucson,AZ,85706,32.144165,-110.927206,1,rooftop,5990,"S Country Club Rd",,,Tucson,AZ,"Pima County",85706,US,Pima
Arkansas,DLR1,"Last Mile Facility","1900 Pine St","North Little Rock",AR,72114,34.772346,-92.259704,0.9,rooftop,1900,"N Pine St",,,"North Little Rock",AR,"Pulaski County",72114,US,Pulaski
Arkansas,DLR2,"Last Mile Facility","12401 Interstate 30","Little Rock",AR,72009,34.645526,-92.421033,0.9,rooftop,12401,"Interstate 30",,,"Little Rock",AR,"Pulaski County",72209,US,Pulaski
Arkansas,DLR3,"Last Mile Facility","400 Sharkley Dr",Maumelle,AR,72113,34.857241,-92.390298,0.33,place,,,,,Maumelle,AR,"Pulaski County",72113,US,"TIGER/Line® dataset from the US Census Bureau"
Colorado,DCS1,"Last Mile Facility","7704 Milton E Proby Pkwy","Colorado Springs",CO,80916,38.789558,-104.703194,1,rooftop,7704,"Milton E Proby Pkwy",,,"Colorado Springs",CO,"El Paso County",80916,US,Statewide
Colorado,DCS3,"Last Mile Facility","4303 Grinnell Blvd","Colorado Springs",CO,80911,38.734693,-104.719542,0.6,street_center,,"Grinnell Blvd",,,"Colorado Springs",CO,"El Paso County",80911,US,"TIGER/Line® dataset from the US Census Bureau"
